Req	X_Coor	Y_Coor	Arr
0	35	35	-1
1	22	27	5
2	45	30	12
3	57	29	15
4	63	65	15
5	25	21	17
6	55	20	18
7	53	43	23
8	62	77	24
9	31	52	25
10	63	23	26
11	49	73	48
12	2	60	56
13	46	13	60
14	26	52	61
15	53	12	67
16	64	42	70
17	57	68	74
18	45	20	86
19	18	24	91
20	55	54	102
21	11	14	103
22	63	65	104
23	49	42	110
24	41	37	114
25	45	65	117
26	35	17	122
27	46	13	127
28	8	56	134
29	27	69	137
30	20	65	142
31	12	24	144
32	24	12	155
33	17	34	155
34	49	11	156
35	18	18	161
36	31	52	164
37	25	21	166
38	31	52	169
39	25	21	171
40	25	30	180
41	20	40	188
42	55	5	188
43	41	49	189
44	14	37	193
45	30	5	194
46	25	24	194
47	15	30	200
48	20	26	207
49	47	16	221
50	20	40	228
51	24	58	229
52	22	22	239
53	37	31	279
54	20	20	280
55	30	5	280
56	50	35	283
57	11	14	298
58	67	5	300
59	8	56	303
60	10	43	304
61	41	49	306
62	65	35	316
63	47	47	321
64	53	12	324
65	15	19	333
66	65	20	347
67	15	19	348
68	15	19	353
69	20	50	363
70	6	68	376
71	35	40	390
72	11	31	398
73	11	31	398
74	26	27	408
75	15	60	412
76	30	25	412
77	67	5	413
78	30	60	424
79	60	12	443
80	19	21	444
81	2	60	451
82	61	52	454
83	22	22	454
84	15	30	455
85	56	37	466
86	28	18	470
87	22	27	472
