Req	X_Coor	Y_Coor	Arr
0	35	35	-1
1	37	47	2
2	15	47	4
3	65	20	8
4	30	60	16
5	55	20	22
6	45	65	31
7	8	56	33
8	44	17	39
9	21	24	43
10	55	54	52
11	49	11	87
12	67	5	93
13	64	42	95
14	6	68	98
15	2	60	101
16	45	30	102
17	37	47	107
18	61	52	112
19	30	25	116
20	31	67	120
21	17	34	126
22	56	37	133
23	22	27	144
24	35	17	148
25	63	65	153
26	15	60	154
27	10	43	162
28	49	73	164
29	49	42	166
30	63	23	169
31	31	52	174
32	55	54	177
33	15	47	178
34	26	52	191
35	35	17	202
36	45	10	204
37	61	52	205
38	37	56	213
39	26	35	213
40	55	45	215
41	15	77	222
42	15	10	224
43	40	60	247
44	30	5	251
45	6	68	260
46	6	68	261
47	45	20	263
48	61	52	268
49	49	11	275
50	11	31	280
51	35	69	281
52	57	29	287
53	16	22	299
54	31	67	300
55	12	24	302
56	46	13	303
57	15	77	304
58	55	20	315
59	46	13	319
60	18	24	321
61	53	12	325
62	37	56	325
63	37	31	327
64	55	20	328
65	20	40	332
66	28	18	341
67	15	19	349
68	2	60	356
69	53	52	357
70	22	22	358
71	45	20	360
72	60	12	362
73	17	34	364
74	10	43	365
75	16	22	366
76	27	69	372
77	27	43	379
78	13	52	388
79	46	13	389
80	47	47	402
81	25	24	409
82	26	35	409
83	57	29	415
84	35	17	417
85	40	25	423
86	55	45	426
87	37	56	436
88	15	60	436
89	49	11	442
90	35	69	444
91	65	55	450
92	26	35	459
93	15	10	460
94	10	43	464
95	27	69	468
96	53	12	470
97	53	12	473
