Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	126	112	3
2	118	108	4
3	116	132	6
4	35	90	16
5	107	63	17
6	84	36	34
7	15	4	36
8	67	55	37
9	118	131	37
10	34	72	40
11	54	41	42
12	8	87	51
13	54	41	55
14	119	114	55
15	99	28	68
16	97	29	71
17	122	131	71
18	64	132	73
19	66	82	79
20	16	39	84
21	16	39	88
22	99	28	91
23	6	25	91
24	121	110	92
25	64	132	94
26	54	41	97
27	92	22	105
28	17	37	108
29	85	75	112
30	35	90	118
31	57	53	128
32	85	75	130
33	122	113	136
34	35	90	144
35	62	58	152
36	99	28	152
37	137	101	152
38	19	39	153
39	138	78	156
40	119	114	158
41	137	101	167
42	82	100	175
43	116	132	177
44	140	42	182
45	18	38	186
46	92	107	194
47	8	138	195
48	17	43	201
49	16	39	208
50	122	131	220
51	119	114	222
52	92	107	228
53	57	59	236
54	34	104	241
55	122	131	249
56	18	38	251
57	109	139	277
58	122	113	284
59	63	50	284
60	107	77	286
61	113	35	290
62	15	18	292
63	140	42	299
64	137	137	304
65	16	92	318
66	109	139	330
67	103	44	331
68	97	12	333
69	91	95	334
70	106	10	339
71	66	82	343
72	34	108	348
73	8	138	354
74	58	95	361
75	61	54	363
76	4	44	365
77	85	75	366
78	67	55	370
79	89	24	380
80	119	114	381
81	16	39	385
82	110	99	404
83	34	104	408
84	121	123	415
85	35	90	419
86	109	131	427
87	91	95	428
88	6	25	432
89	23	39	434
90	35	90	437
91	17	43	439
92	6	25	444
93	94	105	447
94	13	48	451
95	34	104	455
96	92	22	459
97	4	44	460
98	109	139	466
99	118	108	466
