Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	396	106	3
2	297	137	5
3	369	118	11
4	18	208	13
5	287	307	17
6	345	382	20
7	157	220	23
8	88	121	24
9	109	186	33
10	72	315	33
11	109	186	39
12	299	141	39
13	220	381	43
14	228	96	46
15	220	381	48
16	328	239	48
17	399	179	50
18	85	61	51
19	182	379	55
20	393	246	55
21	344	283	58
22	344	283	58
23	373	253	59
24	369	118	60
25	175	299	63
26	86	154	64
27	373	253	68
28	220	381	69
29	154	68	70
30	175	299	71
31	196	295	78
32	272	154	81
33	21	104	83
34	154	68	84
35	109	186	85
36	277	163	86
37	154	68	86
38	72	257	89
39	196	295	92
40	382	54	93
41	127	90	96
42	72	257	96
43	204	292	99
44	154	68	103
45	193	216	104
46	28	353	111
47	91	150	113
48	226	52	114
49	372	256	116
50	18	208	116
51	157	220	116
52	350	207	119
53	391	54	122
54	328	239	124
55	208	86	126
56	197	300	132
57	21	255	132
58	246	247	136
59	88	121	138
60	243	209	144
61	317	183	144
62	297	137	145
63	182	379	145
64	200	48	146
65	228	96	148
66	300	64	150
67	381	290	152
68	253	316	154
69	373	253	156
70	225	53	158
71	385	55	165
72	53	330	174
73	214	119	175
74	222	383	181
75	127	90	183
76	373	253	187
77	182	379	189
78	373	253	192
79	222	383	193
80	193	216	198
81	395	167	207
82	82	78	207
83	217	289	209
84	342	384	212
85	113	179	212
86	53	330	213
87	253	316	215
88	177	174	216
89	11	328	220
90	310	143	220
91	272	154	221
92	230	241	225
93	289	306	227
94	208	86	228
95	37	397	232
96	157	220	232
97	11	328	234
98	369	118	236
99	210	271	236
100	220	381	240
101	214	119	243
102	208	20	245
103	289	306	246
104	88	121	248
105	299	141	252
106	317	183	257
107	369	118	261
108	330	313	261
109	82	78	261
110	289	306	262
111	157	220	263
112	107	98	266
113	361	194	267
114	208	86	268
115	72	315	269
116	111	179	270
117	177	174	272
118	246	247	275
119	110	188	276
120	382	54	278
121	369	118	288
122	91	150	289
123	14	201	293
124	396	106	297
125	220	381	297
126	345	382	299
127	87	153	304
128	372	256	310
129	182	379	313
130	209	85	314
131	373	253	317
132	328	239	320
133	371	111	321
134	299	141	321
135	371	111	323
136	214	119	323
137	87	164	323
138	53	51	325
139	349	181	331
140	370	57	332
141	114	254	332
142	345	382	338
143	114	178	344
144	217	289	344
145	107	98	346
146	110	188	352
147	222	383	353
148	294	118	354
149	218	134	355
150	381	290	355
151	373	253	355
152	253	316	357
153	210	271	357
154	210	271	358
155	297	137	362
156	86	154	362
157	368	215	363
158	226	52	363
159	350	207	365
160	228	96	371
161	287	307	374
162	34	242	374
163	385	55	374
164	72	315	376
165	368	215	377
166	299	141	378
167	369	118	378
168	382	54	383
169	369	118	390
170	28	353	391
171	37	397	396
172	369	171	396
173	372	256	399
174	218	134	400
175	13	220	403
176	88	121	403
177	72	315	403
178	82	78	404
179	21	104	405
180	391	54	407
181	344	283	410
182	197	300	418
183	87	153	419
184	177	174	421
185	289	306	424
186	72	257	425
187	87	164	426
188	230	241	426
189	230	241	429
190	21	104	429
191	72	315	429
192	66	118	436
193	396	106	436
194	180	387	439
195	214	119	439
196	13	220	441
197	154	68	447
198	109	186	447
199	197	300	453
200	381	290	457
201	244	285	457
202	330	313	458
203	88	121	461
204	53	51	464
205	330	313	470
206	321	209	472
207	228	96	478
