Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	337	388	1	420	480
2	223	372	3	180	240
3	84	252	4	60	120
4	210	141	5	480	540
5	84	252	5	120	180
6	75	206	7	180	240
7	79	209	8	480	540
8	268	160	8	480	540
9	22	125	11	480	540
10	100	6	12	480	540
11	230	241	16	360	420
12	207	391	23	480	540
13	92	155	26	420	480
14	150	108	27	420	480
15	29	355	30	300	360
16	237	213	32	60	120
17	249	242	34	360	420
18	268	160	34	60	120
19	79	154	36	420	480
20	164	62	40	420	480
21	49	351	46	300	360
22	363	30	54	360	420
23	74	201	57	480	540
24	92	155	66	360	420
25	232	232	67	240	300
26	207	391	73	360	420
27	41	56	75	120	180
28	74	201	76	420	480
29	212	146	77	180	240
30	161	182	85	480	540
31	314	390	89	420	480
32	157	102	89	480	540
33	238	250	89	120	180
34	161	182	94	300	360
35	254	240	99	480	540
36	212	146	100	240	300
37	210	141	104	420	480
38	280	290	105	120	180
39	187	338	106	480	540
40	358	266	110	420	480
41	324	216	111	120	180
42	153	280	113	120	180
43	153	281	116	180	240
44	92	50	116	300	360
45	153	280	123	180	240
46	230	241	129	420	480
47	360	23	131	360	420
48	23	97	139	300	360
49	129	98	139	480	540
50	244	114	144	480	540
51	302	60	150	360	420
52	223	372	154	240	300
53	322	242	155	180	240
54	131	283	155	360	420
55	324	216	157	240	300
56	32	352	157	180	240
57	57	353	162	300	360
58	99	7	163	300	360
59	201	387	168	300	360
60	327	242	173	360	420
61	373	253	179	180	240
62	131	283	179	300	360
63	321	339	186	480	540
64	240	210	186	300	360
65	33	247	188	480	540
66	22	205	194	240	300
67	389	307	195	420	480
68	84	252	196	360	420
69	89	29	197	240	300
70	255	239	198	480	540
71	153	281	200	480	540
72	153	280	204	420	480
73	40	54	204	300	360
74	361	39	206	360	420
75	87	153	216	480	540
76	275	12	217	240	300
77	302	60	220	300	360
78	314	390	223	300	360
79	238	250	230	480	540
80	153	107	231	420	480
81	203	384	232	420	480
82	308	204	234	480	540
83	207	391	236	300	360
84	275	287	238	300	360
85	302	60	239	480	540
86	11	115	240	360	420
87	84	252	240	300	360
88	92	50	241	360	420
89	308	204	244	300	360
90	302	60	257	420	480
91	73	203	258	480	540
92	189	306	259	480	540
93	11	115	260	360	420
94	322	242	260	300	360
95	280	290	261	300	360
96	93	47	272	480	540
97	182	378	276	300	360
98	373	253	276	360	420
99	182	379	282	360	420
100	73	203	285	300	360
101	182	379	286	420	480
102	237	213	293	420	480
103	92	50	301	420	480
104	322	242	302	360	420
105	201	387	302	360	420
106	82	365	302	480	540
107	361	39	307	360	420
108	279	4	307	420	480
109	242	105	322	360	420
110	74	201	324	360	420
111	249	242	330	480	540
112	308	396	331	360	420
113	57	353	331	420	480
114	158	366	332	480	540
115	21	96	333	480	540
116	360	23	333	360	420
117	187	338	334	360	420
118	268	160	334	420	480
119	373	253	338	420	480
120	220	283	338	480	540
121	200	89	347	480	540
122	182	379	350	360	420
123	126	284	368	420	480
124	41	56	369	420	480
125	360	23	369	420	480
126	363	30	371	420	480
127	255	239	374	420	480
128	232	232	375	480	540
129	373	253	380	420	480
130	87	153	383	480	540
131	242	105	388	420	480
132	157	205	392	480	540
133	220	283	394	480	540
134	153	280	395	480	540
135	40	54	396	420	480
136	22	205	397	480	540
137	360	23	398	480	540
138	220	283	400	480	540
139	49	351	404	420	480
140	255	239	404	480	540
141	329	241	408	420	480
142	182	379	410	480	540
143	82	365	412	480	540
144	29	355	414	480	540
145	26	250	414	480	540
146	232	232	416	480	540
147	238	250	424	480	540
148	87	153	431	480	540
149	99	7	432	480	540
150	308	204	434	480	540
151	21	96	436	480	540
152	40	54	443	480	540
153	275	12	446	480	540
154	231	219	448	480	540
155	89	29	448	480	540
156	172	178	457	480	540
157	11	115	463	480	540
158	161	182	468	480	540
159	126	284	469	480	540
160	161	182	469	480	540
161	109	186	471	480	540
162	95	63	472	480	540
163	280	290	475	480	540
