Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	268	160	1
2	127	90	10
3	223	372	13
4	93	47	13
5	360	23	14
6	358	266	16
7	220	283	17
8	21	96	18
9	34	242	19
10	154	288	19
11	14	210	27
12	57	353	33
13	172	178	37
14	150	108	39
15	21	96	49
16	240	246	56
17	255	239	58
18	87	153	66
19	22	205	84
20	168	62	87
21	302	60	90
22	95	63	93
23	95	63	94
24	164	62	98
25	237	213	101
26	268	160	113
27	308	396	126
28	73	203	126
29	126	284	128
30	79	154	130
31	337	388	134
32	249	242	141
33	22	205	141
34	329	241	141
35	220	283	146
36	157	102	149
37	126	284	151
38	308	396	155
39	41	56	155
40	249	242	161
41	232	232	161
42	92	155	162
43	82	365	165
44	32	352	173
45	84	252	174
46	238	250	178
47	131	283	181
48	100	6	183
49	369	19	185
50	51	288	185
51	207	391	189
52	230	241	192
53	238	250	194
54	242	105	198
55	238	250	199
56	200	89	206
57	207	391	212
58	363	30	227
59	329	241	235
60	238	250	251
61	127	90	264
62	51	288	266
63	327	242	269
64	22	205	288
65	244	114	295
66	92	155	302
67	14	210	305
68	131	283	306
69	21	96	310
70	11	115	310
71	23	97	314
72	153	281	315
73	329	241	317
74	153	281	320
75	369	19	320
76	87	153	327
77	348	279	331
78	26	250	331
79	187	338	336
80	29	355	337
81	131	283	346
82	302	60	349
83	308	204	355
84	329	241	356
85	40	54	356
86	26	250	356
87	361	39	366
88	363	30	367
89	314	390	369
90	220	283	372
91	268	160	376
92	231	219	379
93	308	204	383
94	210	141	407
95	157	102	416
96	255	239	437
97	82	365	437
98	157	205	438
99	32	352	442
100	84	252	452
101	14	210	460
102	40	54	470
103	22	125	475
104	203	384	477
