Req	X_Coor	Y_Coor	Arr	E	L
0	70	70	-1	0	540
1	15	9	9	480	540
2	99	26	13	120	180
3	121	112	17	120	180
4	137	96	19	420	480
5	109	71	20	480	540
6	61	34	20	120	180
7	94	104	20	60	120
8	15	9	22	180	240
9	92	107	24	240	300
10	90	101	25	420	480
11	137	127	26	120	180
12	110	66	32	420	480
13	20	39	37	300	360
14	102	60	43	240	300
15	84	36	48	480	540
16	121	134	50	60	120
17	22	38	52	480	540
18	102	60	54	180	240
19	87	39	54	180	240
20	102	60	57	420	480
21	39	13	60	420	480
22	41	36	68	240	300
23	89	39	69	360	420
24	90	44	75	360	420
25	58	95	80	420	480
26	120	14	84	240	300
27	112	67	92	120	180
28	100	99	93	240	300
29	48	47	97	120	180
30	59	56	100	420	480
31	16	92	105	180	240
32	125	68	108	420	480
33	120	14	112	300	360
34	94	104	117	120	180
35	16	92	118	180	240
36	41	36	123	180	240
37	99	26	123	300	360
38	8	87	127	300	360
39	89	24	128	300	360
40	113	45	128	300	360
41	95	35	132	480	540
42	4	28	132	300	360
43	110	66	136	360	420
44	117	92	136	300	360
45	17	43	142	420	480
46	6	25	148	420	480
47	110	66	150	180	240
48	107	63	153	360	420
49	109	71	158	480	540
50	118	131	160	300	360
51	121	134	160	300	360
52	110	66	163	180	240
53	118	114	163	480	540
54	78	63	164	240	300
55	15	18	164	420	480
56	118	114	169	240	300
57	100	106	169	180	240
58	137	127	170	300	360
59	90	44	174	420	480
60	118	108	175	180	240
61	121	134	177	480	540
62	10	86	186	420	480
63	100	106	195	360	420
64	122	131	197	300	360
65	70	94	205	480	540
66	59	52	206	420	480
67	109	71	210	360	420
68	125	68	217	420	480
69	15	9	217	420	480
70	33	0	224	300	360
71	36	105	226	360	420
72	116	83	228	300	360
73	84	36	228	480	540
74	125	108	229	480	540
75	113	32	231	300	360
76	107	25	233	360	420
77	120	14	238	420	480
78	1	34	240	420	480
79	139	110	246	300	360
80	107	25	246	480	540
81	41	36	259	480	540
82	33	0	259	480	540
83	61	34	272	300	360
84	19	39	279	420	480
85	85	75	280	420	480
86	115	134	288	420	480
87	87	39	296	360	420
88	103	69	296	480	540
89	122	131	297	420	480
90	19	39	298	360	420
91	103	86	301	480	540
92	121	134	305	480	540
93	22	38	309	480	540
94	90	101	311	420	480
95	92	107	313	420	480
96	99	26	316	420	480
97	113	32	317	420	480
98	10	86	317	360	420
99	121	110	321	480	540
100	95	35	322	360	420
101	121	110	325	480	540
102	113	45	326	480	540
103	135	65	331	360	420
104	84	88	332	360	420
105	89	24	333	480	540
106	4	28	340	420	480
107	100	99	340	420	480
108	112	13	349	420	480
109	1	34	351	480	540
110	80	103	353	420	480
111	66	91	355	480	540
112	22	38	357	480	540
113	97	28	359	360	420
114	33	0	360	480	540
115	21	115	361	480	540
116	23	39	361	480	540
117	22	38	366	420	480
118	4	44	370	480	540
119	113	32	375	480	540
120	103	69	375	480	540
121	10	86	377	420	480
122	8	138	378	480	540
123	126	112	382	420	480
124	119	139	385	480	540
125	84	36	389	420	480
126	84	88	392	420	480
127	94	104	393	480	540
128	78	63	412	480	540
129	102	60	418	420	480
130	113	35	429	480	540
131	127	108	431	480	540
132	8	87	432	480	540
133	16	92	443	480	540
134	8	87	443	480	540
135	110	66	444	480	540
136	89	39	450	480	540
137	4	44	450	480	540
138	109	131	451	480	540
139	103	82	454	480	540
140	118	131	457	480	540
141	19	39	459	480	540
142	85	75	463	480	540
143	48	47	466	480	540
144	50	112	469	480	540
145	117	92	474	480	540
146	107	63	475	480	540
147	119	114	479	480	540
