Req	X_Coor	Y_Coor	Arr	E	L
0	35	35	-1	0	540
1	15	47	11	439	499
2	27	69	19	199	259
3	23	3	28	424	484
4	63	23	34	348	408
5	15	77	36	440	500
6	55	60	62	305	365
7	37	31	64	353	413
8	35	17	85	408	468
9	55	54	86	273	333
10	31	52	90	242	302
11	30	60	113	284	344
12	35	40	124	204	264
13	57	68	127	438	498
14	25	21	128	460	520
15	15	30	128	455	515
16	55	54	135	146	206
17	15	47	136	299	359
18	22	22	148	215	275
19	17	34	180	347	407
20	35	17	190	454	514
21	22	27	217	250	310
22	49	11	218	383	443
23	26	52	222	458	518
24	15	77	234	340	400
25	50	35	245	284	344
26	27	43	250	408	468
27	47	47	270	315	375
28	64	42	281	371	431
29	5	30	299	400	460
30	53	12	313	375	435
31	67	5	328	346	406
32	49	73	333	432	492
33	42	7	335	353	413
34	20	20	336	374	434
35	23	3	347	472	532
36	36	26	365	375	435
37	49	58	379	399	459
38	35	40	405	428	488
39	50	35	411	465	525
40	30	5	417	472	532
41	27	43	421	474	534
42	37	56	432	464	524
43	62	77	432	455	515
44	25	21	435	466	526
45	41	37	480	480	540
