Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	270	23	4
2	169	134	5
3	239	188	7
4	263	248	19
5	108	103	21
6	226	56	30
7	40	60	53
8	276	38	67
9	231	235	83
10	40	60	85
11	273	18	91
12	87	105	93
13	28	122	101
14	215	168	119
15	225	70	135
16	249	44	146
17	40	60	163
18	53	145	165
19	160	111	182
20	135	23	197
21	62	221	206
22	45	44	211
23	71	126	225
24	176	117	255
25	262	50	259
26	62	221	295
27	175	142	296
28	252	60	311
29	160	111	312
30	62	221	322
31	45	44	343
32	149	130	358
33	239	188	371
34	168	237	381
35	65	152	383
36	22	126	401
37	221	213	408
38	131	254	410
39	71	126	423
40	279	44	426
41	92	114	440
42	275	31	451
43	172	249	454
44	171	143	462
45	101	31	479
