Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	5	189	1	120	180
2	191	49	1	480	540
3	110	145	1	240	300
4	207	149	2	180	240
5	29	8	5	240	300
6	90	44	6	120	180
7	213	119	8	360	420
8	298	135	12	300	360
9	29	8	13	120	180
10	188	198	14	360	420
11	229	25	16	120	180
12	119	214	23	180	240
13	37	149	24	480	540
14	3	135	30	240	300
15	119	214	31	240	300
16	208	208	36	360	420
17	57	127	42	480	540
18	64	170	43	60	120
19	149	98	47	360	420
20	29	130	48	480	540
21	242	70	53	60	120
22	25	191	54	300	360
23	5	189	57	360	420
24	107	39	58	180	240
25	191	49	65	300	360
26	168	42	65	480	540
27	272	70	66	180	240
28	43	52	70	180	240
29	298	135	70	480	540
30	283	144	72	360	420
31	80	131	74	300	360
32	37	126	78	360	420
33	207	149	78	360	420
34	48	141	79	300	360
35	206	121	80	180	240
36	106	168	83	240	300
37	154	299	91	300	360
38	152	29	95	180	240
39	57	192	96	480	540
40	103	8	102	420	480
41	57	127	104	180	240
42	108	3	104	300	360
43	78	246	105	420	480
44	191	49	105	120	180
45	4	294	108	480	540
46	158	291	109	480	540
47	76	160	110	480	540
48	102	155	112	180	240
49	180	114	116	480	540
50	205	44	116	120	180
51	241	183	118	420	480
52	56	212	119	120	180
53	265	141	124	360	420
54	242	70	126	300	360
55	216	203	128	300	360
56	283	144	131	300	360
57	5	189	133	240	300
58	188	198	133	420	480
59	246	123	135	480	540
60	177	281	135	480	540
61	246	133	141	180	240
62	261	232	143	180	240
63	280	158	144	300	360
64	108	3	147	300	360
65	207	149	148	240	300
66	103	8	149	360	420
67	136	228	154	300	360
68	246	123	157	480	540
69	205	44	159	240	300
70	191	49	161	300	360
71	43	52	164	300	360
72	57	127	167	480	540
73	248	41	171	180	240
74	261	232	174	420	480
75	43	62	181	240	300
76	25	64	186	300	360
77	80	86	190	240	300
78	80	131	193	420	480
79	139	146	199	360	420
80	262	80	205	360	420
81	80	131	207	240	300
82	107	39	212	240	300
83	38	44	213	300	360
84	205	44	219	300	360
85	289	79	226	300	360
86	279	36	230	480	540
87	208	208	230	480	540
88	61	138	231	240	300
89	57	127	235	360	420
90	16	22	236	360	420
91	238	214	243	480	540
92	250	124	244	300	360
93	80	86	246	360	420
94	297	43	250	420	480
95	279	36	251	480	540
96	8	4	252	420	480
97	165	179	254	300	360
98	102	155	255	360	420
99	29	8	260	480	540
100	43	52	270	300	360
101	220	182	277	420	480
102	136	295	279	300	360
103	139	146	279	360	420
104	213	119	280	360	420
105	43	62	281	300	360
106	297	43	285	300	360
107	57	127	285	420	480
108	72	20	288	300	360
109	220	182	292	360	420
110	159	42	292	480	540
111	158	291	294	300	360
112	80	86	294	420	480
113	248	41	297	420	480
114	279	189	301	480	540
115	176	263	301	480	540
116	246	133	312	480	540
117	159	42	314	360	420
118	214	234	315	360	420
119	220	182	315	480	540
120	188	69	316	480	540
121	52	109	317	420	480
122	157	254	319	480	540
123	213	119	320	420	480
124	159	42	326	480	540
125	48	141	326	480	540
126	207	149	327	360	420
127	234	107	328	360	420
128	241	183	331	480	540
129	234	107	332	480	540
130	157	50	334	360	420
131	234	107	337	360	420
132	149	98	337	360	420
133	26	27	338	420	480
134	247	19	341	420	480
135	220	182	343	420	480
136	16	22	345	360	420
137	198	159	352	480	540
138	102	155	362	480	540
139	208	208	368	480	540
140	106	168	369	480	540
141	216	203	370	420	480
142	43	62	371	420	480
143	149	98	374	420	480
144	38	44	374	420	480
145	208	208	377	480	540
146	29	130	378	480	540
147	158	291	386	480	540
148	234	107	387	420	480
149	241	183	389	420	480
150	33	231	391	480	540
151	280	158	394	420	480
152	246	133	395	480	540
153	106	168	397	480	540
154	168	42	399	480	540
155	152	29	401	420	480
156	80	86	409	420	480
157	157	254	410	420	480
158	247	19	414	480	540
159	220	182	415	480	540
160	139	146	415	420	480
161	165	179	418	480	540
162	15	178	419	420	480
163	208	208	422	480	540
164	242	70	423	480	540
165	170	53	425	480	540
166	265	141	427	480	540
167	102	155	430	480	540
168	170	53	434	480	540
169	238	206	437	480	540
170	110	31	437	480	540
171	280	158	437	480	540
172	52	109	442	480	540
173	48	141	443	480	540
174	16	22	446	480	540
175	139	146	447	480	540
176	279	189	448	480	540
177	170	53	457	480	540
178	157	254	458	480	540
179	48	141	459	480	540
180	198	159	459	480	540
181	29	130	461	480	540
182	149	98	464	480	540
183	241	183	465	480	540
184	47	121	474	480	540
185	43	62	475	480	540
186	25	191	476	480	540
187	241	183	480	480	540
