Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	239	77	2
2	29	94	3
3	275	100	7
4	52	231	8
5	60	156	11
6	37	53	13
7	29	94	14
8	143	111	16
9	149	186	18
10	214	156	19
11	203	125	19
12	106	77	23
13	60	64	24
14	214	156	25
15	151	294	26
16	63	7	27
17	164	95	28
18	163	200	29
19	271	101	32
20	151	294	33
21	147	281	38
22	227	214	40
23	167	105	41
24	114	204	41
25	29	94	42
26	25	141	46
27	113	114	51
28	25	141	53
29	255	240	55
30	147	178	55
31	111	52	56
32	214	156	56
33	157	266	62
34	18	206	63
35	131	95	63
36	147	67	63
37	233	245	64
38	114	204	71
39	240	73	72
40	111	52	73
41	131	226	83
42	106	77	85
43	216	157	88
44	231	70	89
45	25	50	92
46	173	72	94
47	173	13	96
48	28	103	97
49	257	137	99
50	125	228	101
51	174	71	106
52	145	184	108
53	257	243	112
54	128	172	113
55	258	247	113
56	270	37	114
57	227	222	115
58	203	125	117
59	258	247	117
60	261	212	119
61	275	100	122
62	164	95	125
63	70	57	126
64	212	26	127
65	165	182	130
66	67	154	131
67	106	77	135
68	157	266	136
69	163	200	138
70	284	176	148
71	214	156	150
72	54	285	151
73	73	226	151
74	166	113	152
75	70	57	152
76	73	226	153
77	10	147	153
78	261	212	155
79	60	156	157
80	212	159	157
81	259	126	159
82	258	247	159
83	184	12	162
84	233	242	167
85	209	127	168
86	10	147	168
87	260	58	175
88	131	228	179
89	255	240	180
90	157	266	182
91	134	148	185
92	165	182	186
93	133	99	187
94	108	109	187
95	113	114	188
96	165	182	204
97	271	101	206
98	113	202	208
99	278	177	209
100	106	77	210
101	202	133	215
102	174	79	220
103	4	149	226
104	163	200	227
105	60	156	232
106	229	217	234
107	166	113	240
108	114	204	243
109	233	245	244
110	114	204	246
111	54	285	254
112	149	186	258
113	145	184	260
114	174	71	260
115	60	15	262
116	174	79	264
117	262	211	266
118	107	71	271
119	54	285	271
120	270	37	272
121	204	127	272
122	149	186	274
123	108	109	274
124	128	172	275
125	106	77	277
126	37	53	279
127	73	226	285
128	227	214	285
129	134	148	286
130	143	111	287
131	70	57	293
132	270	37	296
133	260	58	299
134	60	156	300
135	212	159	301
136	157	266	306
137	111	52	306
138	134	148	310
139	174	79	310
140	278	177	313
141	143	288	314
142	212	159	317
143	121	181	318
144	60	15	319
145	119	253	322
146	259	59	326
147	147	281	327
148	212	159	328
149	108	109	332
150	216	157	333
151	67	154	338
152	184	12	339
153	212	159	340
154	106	77	343
155	133	99	343
156	228	220	344
157	262	211	345
158	147	281	346
159	231	70	352
160	262	211	353
161	174	79	353
162	70	57	354
163	278	177	355
164	255	240	360
165	73	226	377
166	134	148	381
167	212	26	385
168	113	50	387
169	143	111	389
170	127	101	390
171	239	77	390
172	231	70	391
173	216	157	393
174	173	13	395
175	63	7	396
176	250	126	397
177	73	226	401
178	228	223	404
179	54	285	405
180	255	240	412
181	64	53	416
182	231	70	417
183	143	111	419
184	25	50	427
185	209	127	429
186	60	64	430
187	111	52	431
188	60	64	433
189	106	77	433
190	28	103	434
191	113	114	434
192	81	223	435
193	174	79	437
194	67	154	440
195	134	148	442
196	54	285	443
197	275	100	444
198	231	70	444
199	259	59	445
200	107	71	450
201	64	53	450
202	65	49	458
203	133	99	461
204	108	109	461
205	113	202	468
206	173	13	478
207	166	113	479
208	278	177	479
