Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	93	165	1	300	360
2	25	64	5	480	540
3	139	250	5	300	360
4	28	141	6	480	540
5	139	250	9	240	300
6	31	68	20	300	360
7	139	250	27	60	120
8	213	119	33	60	120
9	274	256	34	300	360
10	108	80	38	300	360
11	208	235	38	420	480
12	265	197	39	360	420
13	17	0	39	60	120
14	172	198	43	420	480
15	262	164	49	120	180
16	34	5	52	360	420
17	4	97	52	180	240
18	283	275	58	120	180
19	274	256	59	420	480
20	88	49	60	300	360
21	235	31	64	240	300
22	80	35	67	180	240
23	119	183	77	240	300
24	162	92	81	120	180
25	175	281	84	480	540
26	228	276	84	240	300
27	157	50	84	420	480
28	141	120	90	480	540
29	246	133	90	360	420
30	155	93	95	480	540
31	296	211	96	420	480
32	159	41	99	180	240
33	283	275	102	180	240
34	38	74	107	300	360
35	236	108	113	300	360
36	119	183	117	480	540
37	107	39	123	360	420
38	228	276	127	180	240
39	159	89	127	240	300
40	246	133	133	420	480
41	37	149	133	420	480
42	107	39	150	240	300
43	99	105	156	480	540
44	11	191	161	480	540
45	4	97	161	480	540
46	11	191	161	300	360
47	265	197	166	180	240
48	107	39	167	480	540
49	157	50	168	180	240
50	8	200	172	180	240
51	108	80	173	480	540
52	215	295	175	180	240
53	11	191	178	360	420
54	106	168	181	240	300
55	211	239	183	420	480
56	59	113	185	480	540
57	265	197	189	420	480
58	167	171	192	360	420
59	289	130	195	300	360
60	236	108	198	480	540
61	99	105	204	480	540
62	139	270	209	420	480
63	296	211	209	420	480
64	167	171	211	240	300
65	188	198	221	480	540
66	211	174	223	480	540
67	203	283	224	300	360
68	296	211	224	420	480
69	228	276	228	300	360
70	40	1	228	360	420
71	216	40	229	240	300
72	158	140	230	240	300
73	176	70	230	420	480
74	106	243	231	420	480
75	235	31	232	300	360
76	136	68	235	300	360
77	288	127	235	420	480
78	208	235	235	420	480
79	149	76	239	240	300
80	26	27	254	300	360
81	9	30	261	480	540
82	288	127	265	480	540
83	80	35	266	300	360
84	216	40	269	480	540
85	38	74	270	420	480
86	106	168	270	360	420
87	162	92	271	300	360
88	228	276	274	300	360
89	17	0	276	360	420
90	125	136	277	360	420
91	208	235	278	300	360
92	296	17	279	360	420
93	296	17	283	480	540
94	14	204	283	480	540
95	19	290	286	360	420
96	271	105	287	300	360
97	93	165	289	360	420
98	31	68	290	480	540
99	159	41	290	480	540
100	267	29	292	420	480
101	236	108	293	300	360
102	105	252	294	300	360
103	216	40	299	480	540
104	141	120	300	300	360
105	38	139	305	420	480
106	183	23	307	480	540
107	125	148	318	480	540
108	155	93	320	480	540
109	175	107	325	480	540
110	274	256	326	420	480
111	94	12	331	420	480
112	289	130	334	480	540
113	28	124	337	480	540
114	105	252	338	480	540
115	19	290	341	360	420
116	157	50	344	480	540
117	11	191	346	420	480
118	228	217	352	480	540
119	229	40	356	480	540
120	183	43	360	360	420
121	28	124	361	480	540
122	26	27	369	480	540
123	228	217	369	480	540
124	289	130	374	420	480
125	296	211	376	420	480
126	175	281	376	480	540
127	106	168	377	480	540
128	109	148	379	480	540
129	11	185	381	420	480
130	157	50	389	480	540
131	52	109	391	420	480
132	11	191	395	420	480
133	57	123	395	420	480
134	176	70	395	480	540
135	208	47	402	420	480
136	236	108	409	420	480
137	136	68	410	480	540
138	119	183	416	480	540
139	271	105	418	420	480
140	106	168	419	480	540
141	229	40	423	480	540
142	93	165	427	480	540
143	99	105	428	480	540
144	37	14	433	480	540
145	188	198	434	480	540
146	159	41	435	480	540
147	11	185	438	480	540
148	80	35	438	480	540
149	37	14	438	480	540
150	107	39	438	480	540
151	158	140	454	480	540
152	159	41	457	480	540
153	40	1	461	480	540
154	31	68	463	480	540
155	106	168	464	480	540
156	25	64	467	480	540
157	208	235	468	480	540
158	57	123	474	480	540
