Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	277	101	10	407	467
2	145	182	70	344	404
3	155	180	84	111	171
4	199	28	102	406	466
5	135	251	117	421	481
6	140	214	127	425	485
7	202	292	128	167	227
8	289	79	133	394	454
9	59	67	142	179	239
10	112	43	142	448	508
11	158	140	150	250	310
12	61	70	172	222	282
13	5	195	172	189	249
14	188	142	173	434	494
15	190	181	187	239	299
16	246	166	193	218	278
17	208	47	238	274	334
18	242	73	246	385	445
19	165	204	248	447	507
20	94	93	264	358	418
21	56	116	270	345	405
22	13	265	278	397	457
23	158	27	281	293	353
24	3	119	298	373	433
25	11	242	318	386	446
26	61	70	319	391	451
27	217	73	323	329	389
28	188	142	333	429	489
29	78	236	334	387	447
30	108	109	335	426	486
31	125	168	346	355	415
32	191	234	350	436	496
33	109	299	357	444	504
34	227	80	366	424	484
35	289	79	374	374	434
36	47	277	380	406	466
37	191	234	388	457	517
38	51	217	404	440	500
39	289	79	409	456	516
40	188	142	448	460	520
41	109	148	463	472	532
42	51	217	480	480	540
