Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	136	295	12
2	80	131	14
3	139	33	22
4	283	144	30
5	166	194	32
6	29	8	43
7	149	98	51
8	5	189	52
9	159	42	53
10	71	294	55
11	289	79	66
12	279	189	72
13	38	139	119
14	29	8	139
15	250	124	142
16	262	80	167
17	8	4	178
18	154	299	178
19	15	178	179
20	80	131	205
21	33	231	225
22	238	206	226
23	246	123	227
24	289	79	233
25	76	160	233
26	34	150	233
27	106	168	234
28	106	168	238
29	296	235	252
30	159	42	262
31	207	149	275
32	188	198	287
33	15	52	291
34	272	70	321
35	108	3	328
36	43	62	340
37	110	31	341
38	136	295	349
39	47	121	372
40	272	70	402
41	119	214	403
42	34	150	425
43	15	178	435
44	248	41	452
