Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	137	158	1
2	175	60	5
3	114	183	5
4	120	39	9
5	67	70	11
6	178	127	12
7	151	180	13
8	74	55	15
9	28	127	19
10	66	3	19
11	84	81	30
12	63	151	55
13	84	81	63
14	173	42	64
15	164	37	77
16	37	177	89
17	193	12	95
18	182	89	108
19	114	183	112
20	125	78	115
21	120	39	123
22	95	50	135
23	7	119	141
24	137	59	144
25	38	101	146
26	135	45	149
27	191	124	149
28	55	87	150
29	85	193	152
30	40	130	155
31	115	75	156
32	112	42	164
33	66	3	164
34	149	78	167
35	121	50	169
36	75	170	169
37	77	119	189
38	121	50	192
39	30	183	192
40	56	148	197
41	196	126	228
42	25	48	231
43	164	37	231
44	113	151	237
45	38	101	242
46	182	110	245
47	178	127	253
48	63	151	259
49	94	31	260
50	186	8	262
51	32	47	265
52	184	110	266
53	86	69	268
54	123	90	279
55	193	12	290
56	27	97	293
57	184	110	294
58	137	158	302
59	124	191	305
60	74	55	319
61	126	100	322
62	151	180	327
63	124	191	329
64	151	180	334
65	75	173	342
66	41	186	345
67	75	170	345
68	53	79	348
69	182	89	357
70	75	173	364
71	53	180	369
72	35	9	369
73	182	89	384
74	123	90	390
75	70	28	394
76	75	170	401
77	66	3	404
78	66	3	404
79	60	71	411
80	137	158	414
81	74	55	418
82	113	151	421
83	143	116	421
84	44	10	430
85	84	81	439
86	67	70	449
87	13	139	454
88	124	191	460
89	66	3	470
90	66	3	470
91	138	61	472
92	126	100	476
