Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	103	70	0
2	180	147	2
3	137	4	3
4	79	193	11
5	122	13	22
6	162	118	46
7	40	130	49
8	172	114	58
9	164	37	65
10	48	30	67
11	180	147	69
12	172	179	71
13	103	70	75
14	172	179	79
15	125	49	79
16	164	37	90
17	179	141	91
18	55	51	105
19	26	138	107
20	26	45	107
21	66	58	110
22	67	138	121
23	28	193	124
24	98	4	124
25	80	167	127
26	60	153	129
27	22	61	144
28	85	192	151
29	65	53	151
30	78	119	158
31	79	193	161
32	158	81	166
33	74	55	168
34	18	35	169
35	67	138	170
36	73	81	173
37	104	5	173
38	104	5	184
39	195	97	186
40	100	144	187
41	179	141	193
42	63	192	194
43	13	152	214
44	40	130	218
45	39	112	244
46	78	119	256
47	75	173	257
48	68	115	263
49	83	118	263
50	18	35	265
51	104	5	275
52	158	81	277
53	26	138	277
54	63	149	287
55	185	123	293
56	67	138	294
57	127	143	301
58	57	157	301
59	80	167	305
60	99	45	321
61	68	50	334
62	41	43	337
63	80	167	344
64	180	147	349
65	57	157	351
66	104	5	354
67	95	50	356
68	190	110	357
69	107	96	362
70	80	190	366
71	79	115	369
72	190	110	386
73	59	139	391
74	18	35	392
75	89	39	396
76	97	67	397
77	185	124	401
78	10	67	407
79	10	67	409
80	103	77	411
81	135	45	413
82	35	160	417
83	13	152	426
84	140	4	457
85	55	51	459
86	67	127	462
87	195	97	469
