Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	154	299	4
2	170	53	6
3	80	86	9
4	188	69	10
5	4	294	11
6	177	281	11
7	106	168	17
8	136	228	19
9	279	36	22
10	4	294	33
11	208	208	36
12	38	44	52
13	280	158	56
14	234	107	70
15	296	235	71
16	16	22	73
17	261	232	77
18	246	123	89
19	107	39	97
20	248	41	113
21	208	208	114
22	37	126	125
23	16	22	127
24	165	179	127
25	188	198	128
26	158	291	131
27	229	25	138
28	136	295	140
29	3	135	143
30	78	246	144
31	188	69	145
32	207	149	163
33	289	79	164
34	61	138	166
35	234	107	168
36	82	35	178
37	33	231	179
38	57	192	188
39	168	42	189
40	282	104	206
41	272	70	216
42	80	86	218
43	157	50	241
44	110	31	246
45	238	214	251
46	107	39	256
47	136	228	256
48	261	232	270
49	282	104	277
50	52	109	285
51	282	104	289
52	159	42	300
53	229	25	303
54	76	160	306
55	191	49	309
56	64	170	318
57	246	133	322
58	170	53	326
59	242	70	331
60	154	299	331
61	188	198	337
62	80	131	345
63	280	158	351
64	241	183	363
65	191	49	365
66	170	53	366
67	15	178	369
68	16	22	372
69	149	98	374
70	188	69	375
71	261	232	377
72	283	144	384
73	48	141	386
74	25	191	400
75	214	234	402
76	246	123	406
77	37	149	414
78	280	158	420
79	234	107	422
80	283	144	423
81	248	41	428
82	29	8	433
83	272	70	439
84	33	231	444
85	238	206	446
86	110	145	449
87	159	42	452
88	102	155	461
89	108	3	463
90	25	64	464
91	216	203	465
92	4	294	471
93	37	126	471
