Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	110	184	4
2	172	179	8
3	168	119	18
4	57	157	20
5	83	118	27
6	63	149	28
7	138	69	53
8	63	58	56
9	187	92	71
10	190	110	100
11	63	58	109
12	5	162	116
13	73	81	117
14	103	70	124
15	110	184	163
16	63	192	167
17	80	167	182
18	80	167	198
19	63	192	217
20	68	50	227
21	184	140	229
22	26	138	272
23	53	29	281
24	80	167	307
25	104	5	329
26	122	13	337
27	162	118	342
28	100	144	343
29	12	69	345
30	99	45	360
31	8	89	404
32	60	153	406
33	66	58	408
34	179	141	418
35	97	67	430
36	187	92	431
37	63	192	466
38	168	119	469
39	98	4	474
40	79	115	477
