Req	X_Coor	Y_Coor	Arr	E	L
0	70	70	-1	0	540
1	26	24	23	337	397
2	98	75	25	27	87
3	115	41	33	127	187
4	115	41	37	75	135
5	123	64	41	240	300
6	74	56	42	92	152
7	57	87	45	281	341
8	123	64	140	240	300
9	94	104	153	318	378
10	78	61	159	402	462
11	95	121	160	411	471
12	96	23	161	442	502
13	15	94	185	235	295
14	11	100	192	374	434
15	60	115	196	268	328
16	64	89	215	223	283
17	94	56	242	445	505
18	57	87	296	413	473
19	18	107	331	358	418
20	46	52	336	456	516
21	113	67	337	424	484
22	96	23	352	431	491
23	62	128	390	470	530
24	80	40	404	477	537
25	112	3	420	420	480
26	96	62	425	433	493
27	7	113	430	439	499
28	38	16	433	460	520
29	106	81	438	451	511
30	74	56	459	479	539
31	103	33	465	480	540
32	49	70	476	476	536
