Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	350	157	7
2	379	124	9
3	207	55	20
4	245	149	31
5	379	124	33
6	211	110	61
7	282	198	77
8	286	108	81
9	255	384	90
10	146	361	134
11	138	356	141
12	138	356	144
13	46	227	146
14	351	281	156
15	117	252	158
16	273	342	191
17	341	287	193
18	117	252	193
19	281	86	201
20	211	110	231
21	166	124	242
22	312	217	242
23	96	113	270
24	51	95	310
25	79	139	320
26	149	244	324
27	266	368	332
28	97	91	335
29	51	95	343
30	282	198	344
31	70	207	357
32	138	356	369
33	268	97	405
34	230	387	406
35	261	363	415
36	160	138	429
37	54	218	437
38	230	387	438
39	361	125	441
40	123	175	442
41	79	139	450
42	244	277	465
43	245	149	468
44	73	183	471
