Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	265	141	7
2	246	123	48
3	76	160	53
4	15	52	57
5	282	104	60
6	37	126	61
7	37	126	68
8	177	281	93
9	34	150	101
10	3	135	102
11	165	179	110
12	180	114	124
13	56	212	130
14	136	295	166
15	250	124	166
16	229	25	185
17	136	295	189
18	298	135	190
19	154	299	191
20	29	130	194
21	25	191	217
22	140	18	222
23	214	234	227
24	198	159	235
25	56	212	240
26	33	231	247
27	8	4	267
28	188	198	272
29	15	178	313
30	15	178	323
31	247	19	337
32	34	150	379
33	26	27	379
34	64	170	382
35	4	294	382
36	108	3	384
37	188	69	413
38	165	179	419
39	265	141	429
40	76	160	444
41	48	141	449
42	234	107	449
43	216	203	451
44	157	254	460
45	43	62	465
46	247	19	468
47	188	69	474
