Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	149	103	1
2	60	153	6
3	89	176	13
4	159	105	16
5	109	197	25
6	59	139	25
7	165	156	29
8	45	55	29
9	188	194	29
10	168	146	30
11	149	103	32
12	158	20	35
13	155	107	35
14	155	107	37
15	124	191	40
16	88	143	42
17	149	103	42
18	125	49	49
19	113	100	49
20	168	146	56
21	149	78	69
22	157	142	73
23	31	63	75
24	151	180	81
25	172	161	82
26	45	95	94
27	111	129	95
28	60	184	96
29	71	114	97
30	198	16	101
31	108	148	102
32	103	25	106
33	42	148	107
34	59	24	108
35	134	157	110
36	149	78	112
37	85	164	112
38	8	89	113
39	116	4	118
40	60	153	120
41	75	134	125
42	127	39	128
43	149	103	130
44	42	174	134
45	113	100	134
46	152	122	135
47	60	184	135
48	172	179	136
49	94	119	141
50	149	78	143
51	200	162	150
52	149	103	151
53	165	156	155
54	42	174	156
55	99	45	157
56	103	25	162
57	84	180	163
58	17	166	164
59	110	8	165
60	17	166	166
61	162	162	167
62	159	105	168
63	124	165	171
64	60	184	179
65	46	22	186
66	186	8	187
67	134	157	190
68	180	66	192
69	40	130	194
70	155	17	204
71	12	113	211
72	17	32	211
73	130	149	213
74	9	122	215
75	12	113	216
76	66	3	217
77	112	78	218
78	148	38	219
79	103	25	222
80	143	103	231
81	75	134	236
82	57	157	242
83	159	196	243
84	103	25	245
85	172	186	246
86	134	157	247
87	17	32	247
88	200	162	248
89	63	44	252
90	59	24	263
91	184	101	270
92	179	95	273
93	127	39	279
94	172	186	280
95	125	49	284
96	152	122	285
97	112	6	289
98	108	141	293
99	30	67	298
100	97	129	302
101	75	134	304
102	188	194	307
103	116	4	308
104	152	190	313
105	152	190	315
106	162	162	318
107	149	103	322
108	12	113	323
109	103	97	328
110	158	20	331
111	146	166	333
112	111	129	335
113	146	166	337
114	152	122	337
115	56	148	344
116	71	114	347
117	23	176	348
118	45	95	348
119	124	165	353
120	172	179	357
121	113	100	366
122	56	148	374
123	108	148	375
124	103	77	390
125	124	191	401
126	116	4	404
127	103	77	404
128	63	44	409
129	151	180	415
130	143	103	420
131	88	152	435
132	103	77	449
133	5	122	451
134	129	176	452
135	149	103	454
136	149	78	460
137	112	6	461
138	108	141	461
139	149	78	466
140	18	35	467
141	17	166	468
142	193	12	468
143	152	190	469
144	193	12	471
145	149	78	473
146	126	100	475
147	134	157	478
148	108	148	480
