Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	20	93	3
2	128	0	14
3	117	55	27
4	57	87	33
5	80	63	34
6	20	93	43
7	29	10	45
8	130	16	49
9	80	63	54
10	113	67	61
11	106	0	64
12	11	23	64
13	92	123	67
14	98	36	70
15	67	84	73
16	80	40	76
17	113	67	84
18	103	33	87
19	117	55	88
20	18	107	89
21	67	84	91
22	46	52	95
23	119	20	97
24	119	20	99
25	28	115	99
26	87	63	105
27	102	33	107
28	104	51	114
29	105	26	117
30	4	15	133
31	24	105	142
32	94	18	142
33	24	105	145
34	96	23	149
35	123	64	159
36	119	20	164
37	15	94	168
38	123	64	183
39	65	80	184
40	38	16	193
41	87	63	205
42	60	115	212
43	100	5	224
44	60	115	224
45	112	3	230
46	20	108	238
47	74	56	249
48	20	108	256
49	67	84	256
50	26	24	261
51	78	61	265
52	26	24	265
53	26	24	268
54	37	111	268
55	105	26	271
56	122	11	275
57	46	52	276
58	114	63	289
59	101	32	289
60	67	84	291
61	128	0	309
62	26	102	315
63	98	116	315
64	101	32	330
65	58	85	332
66	60	89	338
67	78	61	338
68	98	116	341
69	94	104	352
70	113	67	355
71	13	80	356
72	64	78	356
73	96	23	359
74	106	81	364
75	100	5	369
76	87	63	370
77	87	63	371
78	77	117	371
79	46	80	373
80	103	55	383
81	11	23	389
82	95	121	397
83	6	121	398
84	27	44	399
85	62	128	401
86	113	67	406
87	4	15	417
88	78	61	418
89	19	116	430
90	103	55	433
91	62	73	443
92	87	63	445
93	129	77	448
94	113	67	449
95	13	80	449
96	61	107	451
97	96	23	458
98	26	102	459
99	47	57	461
100	47	63	462
101	62	128	466
102	47	63	478
