Req	X_Coor	Y_Coor	Arr
0	35	35	-1
1	25	30	14
2	42	7	15
3	61	52	19
4	65	20	20
5	32	12	24
6	28	18	25
7	6	38	27
8	55	45	39
9	56	39	41
10	44	17	45
11	13	52	56
12	32	12	74
13	36	26	77
14	37	56	84
15	15	60	110
16	26	52	112
17	35	69	117
18	30	5	161
19	63	65	163
20	2	60	166
21	42	7	173
22	17	34	193
23	12	24	194
24	20	20	197
25	15	30	198
26	55	45	209
27	25	24	212
28	56	39	243
29	45	30	274
30	63	23	314
31	26	35	316
32	30	25	340
33	56	39	349
34	30	60	370
35	45	10	371
36	15	10	376
37	27	43	416
38	45	30	421
39	45	10	423
40	37	47	435
41	20	65	436
42	2	60	437
43	62	77	441
44	37	31	441
45	22	22	443
46	10	20	460
47	23	3	462
48	23	3	473
