Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	242	70	4	480	540
2	248	41	23	240	300
3	166	194	36	300	360
4	38	44	39	300	360
5	102	155	44	120	180
6	216	203	55	240	300
7	234	107	64	120	180
8	246	123	76	180	240
9	198	159	80	240	300
10	296	235	82	240	300
11	208	208	95	240	300
12	248	41	114	300	360
13	80	86	114	120	180
14	37	126	118	360	420
15	108	3	118	300	360
16	170	53	131	420	480
17	205	44	136	240	300
18	298	135	139	180	240
19	72	20	142	300	360
20	168	42	173	180	240
21	154	299	185	420	480
22	168	42	248	300	360
23	34	150	249	480	540
24	139	33	259	420	480
25	158	291	264	360	420
26	166	194	281	360	420
27	71	294	282	420	480
28	43	52	291	300	360
29	176	263	300	420	480
30	205	44	301	480	540
31	207	149	320	420	480
32	220	182	341	480	540
33	8	4	356	480	540
34	180	114	370	480	540
35	15	178	372	480	540
36	238	206	375	420	480
37	80	131	382	480	540
38	80	86	388	420	480
39	216	203	407	420	480
40	206	121	409	420	480
41	213	119	424	480	540
42	297	43	439	480	540
43	34	150	441	480	540
44	176	263	467	480	540
