Req	X_Coor	Y_Coor	Arr	E	L
0	40	50	-1	0	540
1	44	5	10	480	540
2	38	10	16	360	420
3	58	70	32	420	480
4	62	69	44	180	240
5	50	30	46	360	420
6	33	35	48	300	360
7	66	55	49	180	240
8	55	80	89	240	300
9	15	80	102	180	240
10	62	40	104	180	240
11	95	30	117	480	540
12	53	35	122	420	480
13	26	32	131	420	480
14	60	85	131	480	540
15	25	85	135	180	240
16	50	30	158	300	360
17	34	25	176	360	420
18	34	60	178	180	240
19	95	30	219	420	480
20	34	60	223	300	360
21	53	30	223	360	420
22	38	5	234	360	420
23	65	82	235	360	420
24	35	69	252	480	540
25	95	35	261	300	360
26	44	25	268	360	420
27	55	85	274	480	540
28	38	15	276	420	480
29	34	25	296	480	540
30	34	60	327	480	540
31	85	25	344	420	480
32	30	50	346	420	480
33	30	35	349	420	480
34	48	30	352	420	480
35	50	30	403	480	540
36	86	46	404	480	540
37	34	25	406	480	540
38	35	32	407	420	480
39	42	15	415	420	480
40	8	45	430	480	540
41	56	64	433	480	540
42	70	58	447	480	540
43	34	25	461	480	540
