Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	149	78	1	180	240
2	174	185	35	240	300
3	187	112	47	360	420
4	111	129	47	60	120
5	57	157	58	120	180
6	127	143	60	240	300
7	41	43	71	240	300
8	168	119	97	240	300
9	89	39	99	240	300
10	48	30	100	420	480
11	73	81	119	480	540
12	180	147	163	240	300
13	67	127	163	180	240
14	85	192	163	360	420
15	60	153	168	480	540
16	89	39	169	180	240
17	187	112	203	300	360
18	63	192	220	420	480
19	180	147	241	480	540
20	60	153	244	300	360
21	190	110	258	360	420
22	99	45	264	360	420
23	111	129	271	480	540
24	20	59	293	300	360
25	158	81	303	360	420
26	97	67	306	360	420
27	12	69	323	360	420
28	26	45	345	360	420
29	79	193	347	480	540
30	92	178	349	420	480
31	68	115	351	420	480
32	138	69	353	360	420
33	79	193	354	480	540
34	140	11	368	420	480
35	80	167	370	420	480
36	8	89	373	480	540
37	100	144	382	420	480
38	78	169	384	420	480
39	97	67	387	420	480
40	26	138	407	420	480
41	18	35	422	480	540
42	107	96	430	480	540
43	73	81	434	480	540
