Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	24	197	16
2	127	143	28
3	158	20	31
4	155	107	37
5	186	149	44
6	127	143	46
7	103	77	47
8	175	60	64
9	36	104	72
10	149	78	74
11	123	90	81
12	121	46	93
13	186	149	102
14	193	12	110
15	27	97	117
16	47	118	123
17	145	71	126
18	126	100	138
19	80	190	143
20	75	173	158
21	137	59	174
22	75	173	180
23	44	10	197
24	53	175	212
25	151	132	224
26	145	71	252
27	38	101	265
28	70	28	274
29	71	114	286
30	38	101	294
31	75	170	295
32	191	138	300
33	178	127	316
34	7	119	320
35	125	78	338
36	49	99	339
37	103	77	371
38	70	28	372
39	149	78	385
40	36	104	389
41	55	51	392
42	121	46	395
43	137	59	402
44	164	37	404
45	84	81	410
46	66	3	416
47	48	106	422
48	124	191	428
49	191	138	445
50	71	114	448
51	149	78	451
