Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	126	100	3
2	121	50	53
3	186	8	62
4	67	70	95
5	53	79	101
6	114	112	101
7	125	78	109
8	125	78	116
9	135	45	123
10	37	177	124
11	184	110	140
12	121	50	147
13	75	173	152
14	85	193	162
15	36	104	165
16	44	10	183
17	158	20	196
18	120	39	204
19	31	79	205
20	86	69	225
21	30	183	226
22	125	78	234
23	178	61	235
24	44	10	235
25	66	3	243
26	184	140	258
27	155	107	261
28	172	161	264
29	196	126	267
30	60	153	268
31	135	45	272
32	176	134	273
33	151	132	274
34	164	37	277
35	151	132	277
36	55	51	282
37	50	135	300
38	55	51	323
39	31	79	362
40	126	100	369
41	55	87	381
42	196	126	381
43	6	193	386
44	80	190	390
45	114	72	399
46	31	79	404
47	70	28	405
48	152	122	433
49	86	69	436
50	48	106	445
51	193	12	463
