Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	45	95	5
2	168	146	11
3	127	39	14
4	36	104	28
5	143	103	31
6	84	180	40
7	155	107	41
8	121	50	61
9	60	184	74
10	124	165	77
11	154	7	81
12	57	157	84
13	103	77	89
14	151	180	103
15	158	20	108
16	156	93	108
17	116	4	109
18	75	134	115
19	30	67	132
20	155	107	136
21	200	162	163
22	18	35	214
23	59	139	215
24	121	50	218
25	31	63	228
26	103	77	242
27	127	39	248
28	18	35	250
29	165	156	281
30	12	131	293
31	31	63	295
32	148	38	316
33	30	67	342
34	32	166	346
35	71	114	361
36	85	164	369
37	84	180	371
38	151	180	375
39	23	176	384
40	149	103	389
41	111	129	396
42	47	118	402
43	42	148	407
44	31	63	411
