Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	67	70	1	420	480
2	145	71	1	240	300
3	186	149	1	60	120
4	186	149	4	180	240
5	77	119	5	120	180
6	53	175	6	300	360
7	71	114	12	420	480
8	30	183	16	360	420
9	53	180	18	480	540
10	74	55	21	240	300
11	24	197	22	60	120
12	125	53	30	420	480
13	53	175	32	240	300
14	182	110	33	360	420
15	55	87	34	300	360
16	25	48	34	120	180
17	115	50	39	480	540
18	149	78	41	420	480
19	151	132	42	180	240
20	30	183	42	120	180
21	50	135	44	120	180
22	115	75	44	300	360
23	60	71	46	360	420
24	28	127	51	120	180
25	114	112	52	360	420
26	74	55	57	60	120
27	121	46	63	480	540
28	60	71	68	240	300
29	196	126	75	300	360
30	113	151	75	240	300
31	104	88	75	240	300
32	25	48	75	240	300
33	182	89	85	360	420
34	168	58	87	120	180
35	137	158	88	120	180
36	67	70	89	180	240
37	41	186	89	420	480
38	7	119	90	360	420
39	80	190	91	420	480
40	40	130	93	300	360
41	63	151	93	240	300
42	67	70	94	180	240
43	152	122	97	480	540
44	53	79	98	180	240
45	175	60	100	480	540
46	196	126	108	300	360
47	63	151	110	480	540
48	7	119	115	420	480
49	175	60	120	360	420
50	55	87	121	300	360
51	125	53	121	240	300
52	112	42	124	300	360
53	71	114	125	240	300
54	135	45	129	360	420
55	53	79	130	300	360
56	103	77	131	480	540
57	184	140	134	480	540
58	85	193	134	240	300
59	114	183	137	480	540
60	155	107	147	300	360
61	77	119	148	240	300
62	158	20	150	480	540
63	50	135	152	180	240
64	125	78	163	480	540
65	6	193	164	360	420
66	124	191	164	480	540
67	135	45	165	240	300
68	53	79	171	180	240
69	35	9	172	240	300
70	53	79	177	480	540
71	173	42	178	420	480
72	120	39	183	300	360
73	44	10	187	300	360
74	66	3	191	240	300
75	113	151	192	360	420
76	151	180	193	300	360
77	55	87	199	300	360
78	85	193	203	420	480
79	172	161	203	360	420
80	115	50	204	360	420
81	104	88	205	420	480
82	104	88	215	300	360
83	63	149	215	420	480
84	95	50	223	300	360
85	115	50	224	240	300
86	115	75	225	480	540
87	171	36	225	360	420
88	74	55	225	240	300
89	95	50	226	300	360
90	60	71	233	420	480
91	55	87	234	480	540
92	171	36	237	360	420
93	137	158	243	300	360
94	86	69	245	480	540
95	84	81	247	360	420
96	155	107	261	480	540
97	32	47	262	480	540
98	24	197	262	420	480
99	53	79	265	300	360
100	115	50	265	300	360
101	41	186	266	420	480
102	112	42	266	420	480
103	50	135	275	420	480
104	30	183	278	300	360
105	50	135	280	480	540
106	37	177	285	360	420
107	31	79	285	420	480
108	178	127	287	420	480
109	121	50	293	480	540
110	125	53	294	480	540
111	32	47	295	300	360
112	127	143	296	420	480
113	25	48	296	420	480
114	121	46	298	420	480
115	71	114	299	360	420
116	164	37	304	420	480
117	191	138	306	480	540
118	74	55	308	420	480
119	196	126	309	360	420
120	193	12	309	420	480
121	114	183	311	360	420
122	70	28	316	480	540
123	143	116	319	420	480
124	114	112	320	480	540
125	178	61	321	480	540
126	47	118	321	360	420
127	44	10	322	480	540
128	104	88	324	480	540
129	55	87	334	420	480
130	114	72	336	360	420
131	94	31	336	360	420
132	137	158	337	480	540
133	63	149	338	360	420
134	31	79	340	420	480
135	67	70	341	420	480
136	182	89	344	480	540
137	191	124	345	360	420
138	149	78	348	420	480
139	60	71	349	420	480
140	63	149	350	480	540
141	85	193	351	480	540
142	184	110	352	480	540
143	168	58	352	480	540
144	171	36	354	480	540
145	53	79	356	420	480
146	41	186	359	480	540
147	37	177	364	480	540
148	186	149	364	420	480
149	24	197	373	420	480
150	81	183	375	480	540
151	94	31	376	420	480
152	13	139	392	480	540
153	60	71	394	480	540
154	44	10	394	480	540
155	70	28	396	420	480
156	182	110	403	420	480
157	66	3	404	420	480
158	63	149	407	480	540
159	115	50	408	420	480
160	95	50	414	420	480
161	84	81	415	480	540
162	53	79	417	480	540
163	137	59	421	480	540
164	75	170	424	480	540
165	75	170	425	480	540
166	67	70	433	480	540
167	149	78	434	480	540
168	36	104	435	480	540
169	155	107	438	480	540
170	31	79	440	480	540
171	149	78	441	480	540
172	50	135	441	480	540
173	53	175	442	480	540
174	182	110	446	480	540
175	125	78	447	480	540
176	44	10	448	480	540
177	120	39	449	480	540
178	120	39	449	480	540
179	24	197	452	480	540
180	151	132	452	480	540
181	137	59	458	480	540
182	114	183	464	480	540
183	193	12	466	480	540
184	152	122	469	480	540
185	137	59	470	480	540
186	94	31	476	480	540
187	121	46	476	480	540
188	80	190	479	480	540
189	55	87	480	480	540
