Req	X_Coor	Y_Coor	Arr	E	L
0	40	50	-1	0	540
1	50	30	3	480	540
2	42	10	5	420	480
3	35	5	5	120	180
4	0	45	9	420	480
5	20	50	9	180	240
6	25	50	9	480	540
7	25	85	10	180	240
8	10	35	10	300	360
9	10	35	15	120	180
10	86	46	18	120	180
11	75	55	24	420	480
12	64	46	30	120	180
13	25	35	31	420	480
14	67	85	33	240	300
15	95	35	37	60	120
16	42	65	37	60	120
17	16	42	40	300	360
18	95	30	44	120	180
19	62	69	44	180	240
20	53	30	45	480	540
21	60	55	46	480	540
22	60	60	54	420	480
23	65	60	55	300	360
24	85	25	57	180	240
25	2	40	58	180	240
26	35	5	64	360	420
27	18	75	65	360	420
28	20	80	69	480	540
29	18	75	71	300	360
30	33	35	71	240	300
31	16	42	76	360	420
32	30	50	77	180	240
33	60	66	83	180	240
34	85	35	83	240	300
35	8	62	83	300	360
36	10	40	83	360	420
37	20	85	84	300	360
38	20	80	91	480	540
39	55	80	91	480	540
40	42	65	91	360	420
41	14	66	97	360	420
42	47	35	98	360	420
43	85	25	102	180	240
44	33	35	105	420	480
45	20	50	107	420	480
46	60	85	108	480	540
47	30	35	112	420	480
48	86	46	113	420	480
49	42	15	116	360	420
50	65	82	120	360	420
51	15	75	122	240	300
52	8	40	123	180	240
53	36	40	129	420	480
54	58	75	130	420	480
55	38	5	134	240	300
56	22	66	135	240	300
57	30	35	136	300	360
58	50	30	139	240	300
59	92	30	141	360	420
60	42	65	141	240	300
61	67	85	150	180	240
62	0	45	151	480	540
63	32	20	158	240	300
64	53	35	159	480	540
65	50	35	160	360	420
66	47	40	161	300	360
67	22	75	165	300	360
68	50	40	167	420	480
69	45	65	170	300	360
70	58	70	176	480	540
71	5	45	176	420	480
72	55	85	176	480	540
73	20	80	176	480	540
74	30	50	184	240	300
75	15	80	186	360	420
76	8	62	186	300	360
77	0	45	188	480	540
78	16	42	188	300	360
79	56	64	193	420	480
80	34	60	194	300	360
81	65	82	200	300	360
82	62	40	201	240	300
83	20	50	205	420	480
84	20	85	210	420	480
85	60	85	210	420	480
86	48	20	211	420	480
87	62	80	211	240	300
88	8	62	212	420	480
89	42	30	219	300	360
90	70	58	229	240	300
91	10	35	235	420	480
92	42	10	235	360	420
93	62	40	237	360	420
94	42	58	237	240	300
95	44	5	244	360	420
96	32	20	248	360	420
97	30	35	249	420	480
98	10	40	252	300	360
99	0	45	254	420	480
100	10	35	256	360	420
101	14	66	257	360	420
102	62	69	257	420	480
103	23	52	257	300	360
104	78	40	258	360	420
105	38	15	260	360	420
106	22	66	260	420	480
107	50	35	261	360	420
108	8	45	262	480	540
109	38	5	263	300	360
110	26	32	265	360	420
111	40	5	272	360	420
112	14	66	275	480	540
113	67	85	277	300	360
114	45	65	280	480	540
115	44	25	281	420	480
116	10	40	281	360	420
117	95	30	283	360	420
118	55	80	284	480	540
119	60	55	285	360	420
120	47	35	285	300	360
121	32	20	288	480	540
122	36	40	289	420	480
123	50	30	292	420	480
124	86	46	293	360	420
125	25	85	305	360	420
126	42	58	306	360	420
127	18	75	308	360	420
128	64	46	317	480	540
129	38	10	319	480	540
130	55	85	320	360	420
131	5	35	326	420	480
132	92	30	327	480	540
133	0	40	328	360	420
134	55	85	330	480	540
135	45	35	332	480	540
136	20	50	333	360	420
137	58	70	334	420	480
138	20	85	338	360	420
139	60	60	339	480	540
140	10	35	340	420	480
141	34	25	340	420	480
142	58	70	341	480	540
143	42	65	344	360	420
144	15	80	349	360	420
145	20	55	360	480	540
146	47	35	365	420	480
147	67	85	377	420	480
148	33	32	378	480	540
149	70	58	382	420	480
150	42	30	384	480	540
151	35	66	385	420	480
152	86	46	387	420	480
153	64	46	388	480	540
154	30	50	390	480	540
155	20	55	392	420	480
156	35	32	393	420	480
157	42	58	397	480	540
158	0	45	398	480	540
159	26	32	400	420	480
160	60	66	401	420	480
161	47	40	403	420	480
162	42	15	403	480	540
163	60	66	405	480	540
164	35	5	408	480	540
165	45	65	409	480	540
166	20	80	413	420	480
167	35	69	416	420	480
168	47	35	422	480	540
169	26	32	423	480	540
170	26	32	424	480	540
171	42	65	425	480	540
172	47	35	426	480	540
173	62	40	428	480	540
174	50	40	428	480	540
175	42	65	429	480	540
176	95	35	432	480	540
177	85	25	432	480	540
178	92	30	433	480	540
179	45	35	435	480	540
180	55	85	437	480	540
181	45	65	438	480	540
182	85	35	439	480	540
183	18	75	449	480	540
184	62	40	450	480	540
185	44	5	452	480	540
186	30	50	453	480	540
187	15	75	457	480	540
188	30	56	460	480	540
189	28	52	462	480	540
190	50	35	469	480	540
191	20	50	472	480	540
192	8	62	474	480	540
193	38	10	474	480	540
194	8	62	479	480	540
195	33	32	480	480	540
