Req	X_Coor	Y_Coor	Arr
0	40	50	-1
1	50	30	1
2	45	70	2
3	52	75	10
4	48	20	12
5	90	35	14
6	4	55	15
7	22	66	15
8	8	62	15
9	42	58	19
10	42	15	20
11	62	69	24
12	35	32	28
13	33	35	28
14	0	40	30
15	56	64	31
16	72	55	32
17	18	75	36
18	90	35	38
19	5	35	43
20	15	80	45
21	20	50	53
22	50	40	54
23	38	15	56
24	48	20	60
25	28	70	65
26	15	75	67
27	22	85	67
28	55	80	68
29	95	30	69
30	25	35	73
31	44	5	74
32	40	5	75
33	42	58	76
34	45	70	77
35	22	75	84
36	0	40	87
37	35	32	88
38	36	40	88
39	8	40	88
40	42	58	90
41	25	30	93
42	86	46	94
43	48	20	99
44	48	30	100
45	28	52	102
46	35	5	102
47	72	45	103
48	36	40	107
49	42	58	108
50	36	40	110
51	87	30	113
52	23	52	116
53	72	55	123
54	36	18	130
55	86	46	131
56	75	55	133
57	62	80	133
58	22	66	133
59	35	5	134
60	42	58	139
61	44	5	141
62	53	35	142
63	36	18	143
64	14	66	144
65	35	66	145
66	34	25	146
67	20	85	147
68	56	64	147
69	52	75	147
70	52	75	151
71	25	30	155
72	60	55	155
73	32	20	155
74	50	35	155
75	15	80	155
76	14	66	158
77	34	25	163
78	44	25	164
79	45	70	167
80	66	55	170
81	8	45	172
82	25	30	178
83	60	66	178
84	44	25	179
85	15	80	180
86	50	35	181
87	42	15	182
88	33	32	183
89	28	52	184
90	62	69	187
91	30	50	190
92	34	60	191
93	20	80	192
94	67	85	197
95	26	32	201
96	28	52	210
97	20	80	211
98	85	25	215
99	52	75	216
100	85	35	218
101	52	75	219
102	25	85	219
103	42	15	219
104	22	75	220
105	86	46	220
106	62	80	221
107	56	64	223
108	36	40	224
109	28	52	226
110	15	80	227
111	32	20	229
112	38	5	235
113	72	45	236
114	52	75	238
115	92	30	239
116	8	62	241
117	30	35	244
118	8	40	245
119	22	75	245
120	86	46	246
121	45	65	250
122	48	30	257
123	45	70	257
124	33	32	259
125	50	35	265
126	15	75	268
127	32	20	271
128	50	35	277
129	22	75	278
130	50	30	282
131	0	45	282
132	50	30	282
133	26	32	287
134	55	85	288
135	20	50	292
136	35	5	293
137	25	85	295
138	47	35	297
139	20	55	298
140	50	40	298
141	58	75	306
142	65	60	308
143	35	5	309
144	55	85	310
145	42	58	310
146	16	42	315
147	30	35	316
148	47	40	318
149	5	45	318
150	25	35	318
151	26	32	326
152	75	55	328
153	78	40	330
154	62	80	331
155	86	46	335
156	8	62	338
157	52	75	339
158	60	60	347
159	66	55	350
160	55	85	361
161	4	55	365
162	90	35	366
163	42	30	370
164	33	35	372
165	22	85	374
166	67	85	374
167	38	10	376
168	67	85	376
169	4	55	384
170	26	32	384
171	44	25	386
172	64	46	389
173	56	64	390
174	65	82	392
175	22	85	393
176	60	55	396
177	95	35	397
178	42	15	397
179	28	70	397
180	33	35	399
181	30	35	401
182	38	10	401
183	60	55	408
184	47	40	409
185	18	75	411
186	28	52	411
187	22	75	415
188	42	10	416
189	72	55	417
190	64	46	418
191	60	55	418
192	50	30	418
193	72	55	421
194	4	55	424
195	35	5	428
196	42	15	429
197	85	25	429
198	48	30	432
199	50	30	432
200	5	35	443
201	34	25	445
202	10	40	447
203	5	35	447
204	58	75	449
205	42	15	450
206	40	5	451
207	50	35	454
208	10	40	455
209	60	66	455
210	20	50	456
211	50	35	462
212	5	45	466
213	20	80	475
214	90	35	477
215	53	30	477
