Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	209	85	9	243	303
2	14	201	14	135	195
3	210	271	17	116	176
4	18	208	18	191	251
5	310	143	21	179	239
6	345	382	29	126	186
7	218	134	33	352	412
8	217	289	34	74	134
9	196	295	37	292	352
10	86	154	39	375	435
11	109	186	42	42	102
12	85	155	45	339	399
13	110	188	45	328	388
14	369	118	46	395	455
15	210	271	48	302	362
16	86	154	52	312	372
17	373	253	54	250	310
18	381	290	62	423	483
19	13	220	66	151	211
20	361	194	66	266	326
21	200	48	76	245	305
22	218	134	82	187	247
23	109	186	82	119	179
24	370	57	83	376	436
25	395	167	84	366	426
26	361	194	84	151	211
27	345	382	87	120	180
28	37	397	88	329	389
29	15	4	94	237	297
30	243	209	97	141	201
31	209	85	101	168	228
32	182	379	102	332	392
33	321	209	107	207	267
34	317	183	111	299	359
35	368	215	111	194	254
36	244	285	112	131	191
37	200	48	115	119	179
38	220	381	116	254	314
39	200	48	118	379	439
40	289	306	121	255	315
41	372	256	121	321	381
42	28	353	121	247	307
43	208	20	125	470	530
44	370	57	126	380	440
45	350	131	134	242	302
46	361	194	136	301	361
47	277	154	138	363	423
48	53	51	139	155	215
49	82	65	141	434	494
50	217	289	141	428	488
51	87	153	142	146	206
52	244	285	144	380	440
53	114	178	144	386	446
54	330	313	145	273	333
55	330	313	146	456	516
56	37	397	146	356	416
57	218	134	151	435	495
58	300	64	153	270	330
59	246	247	154	373	433
60	243	209	155	370	430
61	243	209	157	324	384
62	177	174	157	171	231
63	127	90	158	316	376
64	157	220	162	422	482
65	369	171	167	230	290
66	88	121	168	367	427
67	127	90	168	420	480
68	72	315	169	383	443
69	37	397	170	322	382
70	371	111	172	340	400
71	228	96	172	273	333
72	91	150	174	244	304
73	180	387	174	274	334
74	244	285	178	399	459
75	208	20	181	211	271
76	85	155	182	451	511
77	177	174	182	216	276
78	243	209	186	192	252
79	289	306	191	193	253
80	72	257	192	271	331
81	193	216	195	313	373
82	310	143	196	457	517
83	371	111	211	457	517
84	127	90	214	389	449
85	204	292	216	305	365
86	246	247	216	291	351
87	368	215	216	277	337
88	180	387	221	436	496
89	143	159	221	377	437
90	218	134	225	462	522
91	15	4	227	477	537
92	382	54	229	322	382
93	210	271	230	474	534
94	196	295	230	361	421
95	361	194	231	299	359
96	385	55	238	301	361
97	200	48	239	316	376
98	230	241	244	321	381
99	230	241	245	260	320
100	244	285	245	295	355
101	13	220	248	352	412
102	337	388	257	453	513
103	217	289	258	319	379
104	373	253	259	421	481
105	87	164	263	283	343
106	113	179	265	341	401
107	15	4	267	361	421
108	385	55	267	381	441
109	72	315	272	380	440
110	177	174	279	425	485
111	15	4	280	304	364
112	28	353	286	337	397
113	337	388	289	446	506
114	109	186	290	448	508
115	217	289	293	406	466
116	109	186	294	372	432
117	91	150	296	475	535
118	317	183	299	442	502
119	287	307	299	439	499
120	350	131	307	386	446
121	14	201	311	341	401
122	214	119	313	343	403
123	154	68	317	351	411
124	208	20	321	420	480
125	157	220	321	458	518
126	209	85	322	398	458
127	85	61	323	332	392
128	72	257	323	413	473
129	246	247	324	477	537
130	154	68	327	419	479
131	53	51	330	373	433
132	196	295	331	469	529
133	230	241	339	408	468
134	382	54	341	371	431
135	373	253	343	392	452
136	244	285	344	439	499
137	66	118	348	440	500
138	66	118	350	374	434
139	310	200	353	387	447
140	361	194	353	448	508
141	196	295	357	466	526
142	217	289	360	445	505
143	15	4	362	410	470
144	345	382	363	443	503
145	369	118	364	392	452
146	246	247	374	415	475
147	88	121	377	379	439
148	350	207	380	472	532
149	11	328	381	406	466
150	72	257	383	385	445
151	82	78	384	409	469
152	244	285	386	450	510
153	399	179	389	445	505
154	180	387	390	467	527
155	85	155	392	429	489
156	204	292	400	438	498
157	82	78	400	456	516
158	368	215	405	432	492
159	287	307	406	443	503
160	28	353	407	440	500
161	13	220	407	422	482
162	82	65	412	447	507
163	310	200	412	449	509
164	82	78	415	446	506
165	220	381	415	453	513
166	154	68	417	430	490
167	370	57	417	466	526
168	385	55	420	436	496
169	177	174	421	423	483
170	204	292	424	480	540
171	277	163	426	464	524
172	330	313	434	476	536
173	287	307	439	456	516
174	222	383	440	474	534
175	297	137	445	476	536
176	114	254	446	480	540
177	272	154	451	476	536
178	299	141	451	467	527
179	368	215	457	480	540
180	372	256	458	477	537
181	222	383	461	480	540
182	300	64	469	470	530
183	345	382	475	477	537
184	72	257	476	477	537
185	277	154	479	479	539
