Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	175	70	11	480	540
2	93	1	17	420	480
3	126	39	29	120	180
4	120	70	30	60	120
5	16	146	32	180	240
6	6	95	35	120	180
7	33	73	35	420	480
8	143	140	36	360	420
9	127	46	53	480	540
10	124	154	72	300	360
11	64	172	77	120	180
12	65	182	99	240	300
13	3	56	102	120	180
14	121	52	103	180	240
15	5	58	116	120	180
16	67	89	122	480	540
17	50	181	127	420	480
18	136	57	133	360	420
19	50	181	136	360	420
20	163	125	137	360	420
21	48	166	155	480	540
22	143	30	162	420	480
23	51	190	166	180	240
24	35	90	201	360	420
25	150	130	207	300	360
26	150	130	213	360	420
27	168	43	225	240	300
28	43	98	229	240	300
29	130	47	230	300	360
30	132	51	240	240	300
31	101	164	249	300	360
32	93	1	255	360	420
33	43	98	256	420	480
34	31	63	257	300	360
35	133	168	261	480	540
36	93	117	279	480	540
37	50	181	315	420	480
38	48	166	320	420	480
39	74	31	327	360	420
40	55	195	347	420	480
41	126	39	349	360	420
42	50	181	361	480	540
43	2	178	374	420	480
44	43	98	377	420	480
45	168	43	383	420	480
46	100	47	406	420	480
47	64	172	413	480	540
48	178	69	419	480	540
49	64	172	420	480	540
50	128	80	458	480	540
51	107	73	467	480	540
52	39	79	470	480	540
53	121	52	475	480	540
54	6	66	476	480	540
