Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	164	61	10	60	120
2	100	47	13	480	540
3	99	156	15	180	240
4	92	39	22	480	540
5	107	73	28	300	360
6	48	166	32	300	360
7	143	140	40	480	540
8	133	168	47	300	360
9	61	101	55	420	480
10	91	49	55	420	480
11	67	89	75	300	360
12	54	73	81	360	420
13	69	167	89	480	540
14	121	52	102	120	180
15	132	51	106	120	180
16	190	122	116	120	180
17	92	55	131	180	240
18	169	36	134	420	480
19	106	83	136	240	300
20	69	173	157	300	360
21	35	90	167	420	480
22	69	167	168	360	420
23	91	49	174	360	420
24	38	94	192	240	300
25	135	146	226	360	420
26	106	127	230	360	420
27	33	73	233	420	480
28	100	47	240	240	300
29	17	99	243	300	360
30	55	195	244	300	360
31	92	39	250	360	420
32	106	127	251	480	540
33	101	164	260	360	420
34	91	49	273	360	420
35	90	74	277	360	420
36	12	186	278	360	420
37	53	168	282	300	360
38	127	46	282	420	480
39	170	83	297	480	540
40	97	71	303	360	420
41	116	171	310	420	480
42	164	124	313	360	420
43	160	136	321	420	480
44	3	56	325	480	540
45	77	126	336	420	480
46	40	87	358	480	540
47	120	70	364	420	480
48	170	83	369	480	540
49	26	169	388	480	540
50	61	101	394	480	540
51	43	98	405	480	540
52	68	190	412	480	540
53	91	43	422	480	540
54	38	94	426	480	540
55	164	61	428	480	540
56	120	70	434	480	540
57	169	36	435	480	540
58	64	172	441	480	540
59	54	73	470	480	540
60	145	144	478	480	540
