Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	139	250	6
2	11	185	6
3	158	140	7
4	107	39	9
5	268	113	11
6	11	191	16
7	11	185	18
8	125	148	19
9	208	235	23
10	162	92	32
11	105	252	33
12	93	165	43
13	94	109	44
14	8	4	47
15	80	35	48
16	108	80	49
17	38	74	50
18	12	275	54
19	51	278	57
20	183	43	58
21	53	141	58
22	158	140	60
23	19	290	63
24	11	185	63
25	119	183	66
26	37	14	72
27	213	119	73
28	150	104	74
29	94	12	76
30	59	113	78
31	139	270	81
32	40	1	84
33	288	127	86
34	40	1	88
35	42	221	97
36	11	191	100
37	110	262	102
38	80	35	104
39	229	40	104
40	216	40	105
41	236	108	105
42	31	68	110
43	80	35	111
44	159	89	112
45	52	109	112
46	180	98	114
47	203	283	114
48	125	136	118
49	135	38	118
50	215	295	118
51	135	38	119
52	34	5	125
53	12	275	127
54	188	198	130
55	105	252	134
56	42	221	135
57	274	256	142
58	175	281	145
59	9	30	148
60	228	276	153
61	208	235	157
62	75	269	160
63	274	256	161
64	228	276	163
65	297	43	164
66	52	109	166
67	57	123	170
68	253	84	170
69	296	17	171
70	211	174	175
71	40	1	180
72	235	31	189
73	42	221	191
74	159	89	193
75	38	139	193
76	8	4	195
77	108	80	197
78	229	40	199
79	246	133	207
80	157	50	210
81	8	200	211
82	106	243	213
83	136	68	213
84	88	49	214
85	88	49	214
86	1	81	217
87	38	74	219
88	11	191	224
89	42	221	225
90	236	108	226
91	268	113	229
92	107	39	237
93	157	50	241
94	37	149	248
95	150	104	251
96	228	276	254
97	183	23	256
98	42	221	261
99	34	5	265
100	75	269	270
101	25	64	278
102	42	221	285
103	14	204	288
104	211	174	293
105	176	70	293
106	157	50	293
107	175	281	293
108	17	0	301
109	26	27	301
110	38	139	306
111	159	41	307
112	59	113	312
113	213	119	316
114	57	123	320
115	229	40	325
116	80	35	326
117	296	17	329
118	159	89	329
119	59	113	332
120	139	270	336
121	51	278	340
122	267	29	344
123	208	47	354
124	26	27	359
125	216	40	362
126	274	256	365
127	228	276	368
128	99	105	371
129	213	119	371
130	105	252	372
131	213	119	374
132	106	168	375
133	167	171	381
134	175	281	384
135	211	239	384
136	159	89	388
137	155	93	389
138	37	14	389
139	17	0	389
140	150	104	391
141	159	41	406
142	205	130	409
143	141	120	409
144	38	139	420
145	34	5	422
146	59	113	423
147	52	109	424
148	9	30	424
149	14	204	427
150	25	64	428
151	4	97	435
152	17	0	435
153	99	105	441
154	108	80	447
155	215	295	448
156	216	40	450
157	253	84	454
158	14	204	456
159	136	68	457
160	110	262	459
161	34	5	461
162	1	81	466
163	150	104	470
164	37	149	472
165	42	221	474
