Req	X_Coor	Y_Coor	Arr	E	L
0	40	50	-1	0	540
1	20	85	0	480	540
2	8	56	12	480	540
3	18	75	17	120	180
4	42	5	21	360	420
5	64	42	35	360	420
6	6	68	36	60	120
7	15	75	36	420	480
8	65	20	41	60	120
9	10	35	44	420	480
10	49	58	46	420	480
11	60	80	57	240	300
12	88	35	62	300	360
13	88	30	62	420	480
14	42	10	63	360	420
15	63	65	65	420	480
16	67	5	66	420	480
17	22	85	67	240	300
18	8	45	70	240	300
19	8	56	71	240	300
20	25	30	72	360	420
21	55	85	72	240	300
22	65	35	77	480	540
23	85	35	81	300	360
24	10	40	82	240	300
25	38	15	85	120	180
26	6	68	87	360	420
27	88	35	92	120	180
28	25	85	94	120	180
29	60	80	100	240	300
30	42	15	103	420	480
31	38	15	110	360	420
32	88	30	116	420	480
33	25	30	121	240	300
34	8	56	122	300	360
35	67	5	138	480	540
36	20	82	138	240	300
37	87	30	139	360	420
38	15	75	142	360	420
39	90	35	143	180	240
40	85	35	146	180	240
41	35	5	157	360	420
42	55	54	157	420	480
43	12	24	157	360	420
44	42	5	157	420	480
45	63	65	158	480	540
46	30	60	158	180	240
47	65	20	159	480	540
48	49	42	166	420	480
49	61	52	166	180	240
50	27	43	167	420	480
51	87	30	173	300	360
52	88	30	176	240	300
53	38	5	179	240	300
54	85	35	182	240	300
55	15	10	185	300	360
56	18	80	188	240	300
57	41	37	190	420	480
58	55	80	196	300	360
59	2	40	208	480	540
60	67	5	208	420	480
61	92	30	211	240	300
62	42	5	217	240	300
63	10	20	223	420	480
64	30	60	224	300	360
65	6	68	224	360	420
66	65	82	231	480	540
67	0	45	236	300	360
68	42	12	237	300	360
69	60	12	250	420	480
70	15	75	254	360	420
71	38	15	254	360	420
72	55	82	261	420	480
73	42	10	264	480	540
74	5	45	273	300	360
75	15	60	276	300	360
76	44	5	280	360	420
77	40	60	289	420	480
78	65	82	302	420	480
79	45	65	309	360	420
80	23	3	311	360	420
81	30	60	313	480	540
82	35	40	315	420	480
83	10	40	319	420	480
84	23	3	320	360	420
85	42	10	321	360	420
86	15	10	322	420	480
87	24	58	324	360	420
88	53	43	325	420	480
89	5	35	325	360	420
90	67	5	325	480	540
91	37	31	327	480	540
92	23	3	328	420	480
93	72	35	328	420	480
94	55	54	330	480	540
95	8	40	330	480	540
96	20	82	332	480	540
97	55	54	334	480	540
98	22	75	334	360	420
99	20	20	335	480	540
100	35	5	335	360	420
101	5	5	336	480	540
102	31	52	340	480	540
103	20	20	341	420	480
104	65	55	343	420	480
105	57	29	347	420	480
106	67	85	349	480	540
107	92	30	356	480	540
108	15	75	356	480	540
109	8	56	356	480	540
110	5	45	360	360	420
111	0	45	363	420	480
112	20	82	367	420	480
113	38	15	372	420	480
114	15	80	374	480	540
115	57	48	375	480	540
116	87	30	386	480	540
117	22	85	389	420	480
118	61	52	391	480	540
119	20	20	391	480	540
120	0	40	391	420	480
121	18	80	393	420	480
122	45	65	396	480	540
123	65	82	397	480	540
124	20	82	398	480	540
125	55	82	399	420	480
126	35	40	405	420	480
127	27	43	415	480	540
128	0	40	417	480	540
129	63	65	429	480	540
130	40	5	432	480	540
131	15	60	442	480	540
132	35	40	454	480	540
133	40	5	461	480	540
134	85	35	463	480	540
135	23	3	466	480	540
136	88	35	467	480	540
137	45	30	467	480	540
138	42	10	479	480	540
