Req	X_Coor	Y_Coor	Arr
0	40	50	-1
1	0	45	1
2	20	20	2
3	8	45	15
4	42	5	16
5	87	30	24
6	30	25	25
7	95	35	29
8	0	40	31
9	88	35	36
10	53	43	39
11	41	37	41
12	88	35	44
13	88	30	46
14	50	35	47
15	62	80	62
16	95	30	69
17	15	75	72
18	42	12	74
19	65	85	81
20	67	85	86
21	15	80	93
22	55	85	100
23	44	5	101
24	85	25	103
25	55	60	105
26	63	23	106
27	20	80	110
28	5	45	117
29	60	12	120
30	88	35	123
31	63	65	124
32	72	35	127
33	42	12	130
34	2	60	130
35	8	40	131
36	40	60	134
37	57	48	136
38	6	68	140
39	8	45	146
40	45	30	146
41	72	35	148
42	55	20	152
43	42	12	153
44	63	23	155
45	55	60	156
46	60	80	157
47	58	75	159
48	57	29	160
49	10	40	162
50	60	80	171
51	72	35	174
52	6	68	174
53	65	35	180
54	27	43	185
55	22	75	185
56	90	35	188
57	55	80	192
58	67	85	201
59	8	40	202
60	88	35	207
61	44	5	208
62	87	30	210
63	6	68	215
64	12	24	217
65	20	50	217
66	90	35	221
67	31	67	221
68	30	25	222
69	15	75	224
70	4	18	225
71	72	35	236
72	55	20	240
73	72	35	240
74	95	35	242
75	65	82	254
76	25	85	254
77	55	80	257
78	58	75	260
79	90	35	263
80	20	80	266
81	22	75	269
82	45	30	274
83	42	12	276
84	49	58	277
85	55	85	279
86	57	48	280
87	55	20	283
88	10	40	284
89	45	65	292
90	45	65	293
91	95	35	295
92	25	85	301
93	8	56	301
94	92	30	301
95	24	58	323
96	42	15	330
97	55	82	334
98	35	5	336
99	45	65	342
100	49	42	344
101	87	30	344
102	90	35	355
103	42	5	356
104	53	43	358
105	31	52	364
106	42	5	373
107	0	45	374
108	35	5	378
109	58	75	382
110	58	75	384
111	55	82	384
112	6	68	385
113	27	43	387
114	55	60	392
115	35	40	397
116	41	37	397
117	10	40	397
118	88	35	398
119	8	56	402
120	87	30	406
121	31	67	408
122	25	30	410
123	53	43	413
124	40	60	413
125	35	5	414
126	20	82	416
127	67	5	416
128	57	29	418
129	12	24	429
130	88	35	430
131	25	30	431
132	5	35	439
133	24	58	448
134	49	58	451
135	65	20	455
136	23	3	457
137	67	5	464
138	63	23	466
139	62	80	475
