Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	82	365	22
2	390	357	22
3	349	272	24
4	166	357	26
5	338	315	29
6	266	116	36
7	370	104	40
8	366	97	43
9	231	6	44
10	186	75	48
11	221	281	49
12	60	319	52
13	347	395	57
14	128	68	57
15	327	242	67
16	395	340	67
17	140	40	68
18	276	157	69
19	122	183	75
20	235	212	76
21	102	118	78
22	369	107	79
23	366	251	79
24	34	242	81
25	364	27	90
26	281	155	90
27	77	319	94
28	68	143	101
29	281	155	107
30	393	307	112
31	266	116	114
32	237	109	119
33	77	319	119
34	349	157	126
35	366	340	127
36	321	217	135
37	393	297	151
38	84	363	153
39	381	290	155
40	281	155	155
41	323	243	162
42	390	357	164
43	134	63	170
44	189	306	180
45	310	363	183
46	186	304	186
47	366	97	193
48	186	75	195
49	82	365	196
50	77	319	197
51	84	363	214
52	18	100	217
53	159	11	218
54	186	304	228
55	369	107	231
56	231	6	232
57	370	104	235
58	325	294	235
59	366	251	238
60	70	231	241
61	237	243	244
62	392	307	247
63	82	365	251
64	26	250	252
65	266	116	254
66	364	55	260
67	353	65	267
68	276	157	271
69	338	391	272
70	366	340	273
71	323	243	274
72	113	184	275
73	325	294	278
74	75	76	280
75	153	315	283
76	82	365	285
77	70	231	288
78	347	395	290
79	186	75	292
80	102	118	292
81	32	78	296
82	391	42	298
83	302	274	298
84	125	122	306
85	34	242	307
86	41	340	308
87	340	290	308
88	75	76	312
89	47	328	312
90	67	258	318
91	47	328	321
92	393	307	322
93	70	231	325
94	23	98	330
95	84	221	335
96	176	154	340
97	67	258	344
98	237	243	345
99	26	250	351
100	323	243	356
101	82	365	359
102	186	75	361
103	393	297	365
104	84	221	378
105	315	237	378
106	237	109	381
107	300	144	386
108	391	42	393
109	41	340	395
110	304	141	412
111	159	11	412
112	75	76	419
113	235	212	423
114	189	306	429
115	369	107	429
116	237	109	439
117	32	78	441
118	239	254	441
119	393	297	443
120	84	363	444
121	329	236	444
122	47	328	445
123	315	237	448
124	176	154	448
125	235	212	453
126	18	100	457
127	102	377	457
128	364	55	466
129	222	383	471
130	195	294	472
131	347	395	476
132	359	30	477
