Req	X_Coor	Y_Coor	Arr	E	L
0	70	70	-1	0	540
1	32	106	4	196	256
2	119	114	7	399	459
3	62	58	11	353	413
4	78	63	17	277	337
5	103	69	26	312	372
6	86	102	33	234	294
7	23	39	40	433	493
8	20	69	56	130	190
9	119	130	76	84	144
10	23	39	94	178	238
11	97	28	95	345	405
12	119	130	107	249	309
13	109	139	122	440	500
14	118	108	124	293	353
15	1	24	146	461	521
16	50	106	153	424	484
17	61	48	162	237	297
18	94	105	173	402	462
19	109	78	173	479	539
20	50	106	181	280	340
21	15	4	194	303	363
22	100	106	198	283	343
23	66	91	200	475	535
24	103	69	223	319	379
25	109	139	226	293	353
26	118	131	228	305	365
27	84	36	228	310	370
28	110	99	237	256	316
29	86	102	246	387	447
30	140	36	270	464	524
31	47	83	271	415	475
32	107	63	302	399	459
33	84	39	304	476	536
34	97	12	318	433	493
35	137	137	349	382	442
36	47	83	350	446	506
37	70	94	361	374	434
38	23	39	368	424	484
39	36	54	372	439	499
40	1	24	386	431	491
41	19	39	387	391	451
42	4	44	392	408	468
43	118	114	413	468	528
44	121	123	440	459	519
45	34	104	446	455	515
46	118	108	461	477	537
47	13	48	462	468	528
48	58	95	477	479	539
