Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	348	319	1	360	420
2	49	187	10	300	360
3	77	319	15	360	420
4	200	48	38	360	420
5	376	19	39	300	360
6	57	381	40	120	180
7	168	15	43	120	180
8	77	319	47	60	120
9	2	200	47	60	120
10	300	319	48	180	240
11	152	361	49	300	360
12	327	115	52	480	540
13	110	351	52	240	300
14	303	258	66	180	240
15	147	210	66	480	540
16	36	286	68	180	240
17	65	335	69	420	480
18	163	207	70	120	180
19	100	15	83	180	240
20	163	207	90	240	300
21	348	319	90	420	480
22	329	208	98	480	540
23	246	152	110	300	360
24	152	361	111	480	540
25	2	200	150	180	240
26	17	348	164	180	240
27	398	258	178	420	480
28	65	335	180	180	240
29	327	115	180	240	300
30	13	220	201	240	300
31	102	149	201	480	540
32	279	337	201	240	300
33	17	348	203	480	540
34	330	353	211	240	300
35	236	119	220	480	540
36	382	49	222	360	420
37	142	238	227	300	360
38	259	285	244	300	360
39	176	154	247	300	360
40	119	286	250	360	420
41	110	241	253	360	420
42	327	11	253	360	420
43	110	241	254	420	480
44	330	353	257	360	420
45	200	48	274	480	540
46	255	80	274	420	480
47	178	103	275	300	360
48	152	361	277	300	360
49	267	221	279	480	540
50	231	6	279	300	360
51	63	166	279	360	420
52	285	184	284	300	360
53	378	30	294	480	540
54	146	301	298	300	360
55	376	19	299	300	360
56	176	154	301	420	480
57	353	357	309	420	480
58	77	319	321	480	540
59	330	353	323	420	480
60	287	279	324	360	420
61	26	199	326	360	420
62	367	300	328	480	540
63	13	220	332	360	420
64	74	231	349	480	540
65	285	184	357	360	420
66	140	131	359	360	420
67	310	163	360	480	540
68	208	86	366	420	480
69	60	319	370	480	540
70	36	288	372	420	480
71	26	199	375	480	540
72	142	238	377	480	540
73	382	49	379	480	540
74	276	298	380	420	480
75	327	11	385	420	480
76	236	119	389	420	480
77	277	143	393	420	480
78	255	80	404	480	540
79	358	309	417	420	480
80	332	124	422	480	540
81	358	309	425	480	540
82	237	243	432	480	540
83	250	183	438	480	540
84	236	119	440	480	540
85	384	47	444	480	540
86	57	381	449	480	540
87	13	220	457	480	540
88	368	278	460	480	540
89	327	11	462	480	540
90	156	4	462	480	540
91	294	184	466	480	540
92	327	11	468	480	540
93	17	348	468	480	540
94	77	319	471	480	540
