Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	59	56	1
2	84	36	2
3	137	101	2
4	15	9	4
5	127	108	8
6	85	75	18
7	80	103	20
8	1	34	21
9	103	69	26
10	103	86	27
11	95	35	27
12	15	9	30
13	110	66	30
14	112	71	37
15	135	65	43
16	67	55	44
17	78	63	45
18	8	138	45
19	90	101	46
20	99	34	55
21	33	0	59
22	92	107	61
23	110	66	63
24	100	99	66
25	118	114	68
26	121	110	68
27	50	112	69
28	116	83	73
29	61	59	73
30	6	25	76
31	23	39	85
32	116	83	86
33	54	41	86
34	109	71	87
35	92	107	92
36	8	87	100
37	90	44	102
38	1	34	103
39	15	9	103
40	1	34	104
41	58	95	107
42	108	30	110
43	48	47	110
44	90	44	111
45	8	138	111
46	115	134	114
47	92	107	117
48	137	101	123
49	19	39	124
50	87	39	124
51	22	38	130
52	66	91	134
53	87	39	137
54	6	25	138
55	67	55	140
56	54	41	141
57	135	65	153
58	21	115	156
59	66	91	167
60	137	96	180
61	122	131	182
62	119	139	187
63	108	30	188
64	10	86	196
65	113	32	196
66	36	105	199
67	90	101	200
68	90	101	203
69	90	101	203
70	1	34	203
71	28	107	204
72	10	86	207
73	61	34	208
74	54	41	223
75	90	44	225
76	137	96	226
77	4	28	230
78	125	108	240
79	115	134	241
80	97	28	244
81	112	13	244
82	110	66	247
83	105	2	249
84	1	34	250
85	103	69	262
86	116	83	264
87	22	38	290
88	17	43	293
89	16	92	296
90	139	110	299
91	99	34	300
92	78	63	306
93	22	38	308
94	15	9	313
95	113	32	314
96	100	106	326
97	122	131	329
98	118	131	338
99	83	12	339
100	100	106	341
101	100	99	341
102	4	28	342
103	118	131	353
104	112	71	359
105	87	39	363
106	58	95	373
107	121	112	374
108	137	127	382
109	112	13	384
110	99	26	390
111	61	34	395
112	4	44	400
113	118	108	408
114	90	44	410
115	119	114	410
116	20	39	410
117	110	99	415
118	90	44	419
119	102	60	426
120	41	36	429
121	13	48	434
122	99	34	442
123	4	28	457
124	115	134	461
125	67	55	465
126	8	138	468
127	95	35	470
128	6	25	471
129	121	112	476
130	41	36	479
