Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	170	64	9	89	149
2	5	58	15	80	140
3	110	150	17	416	476
4	106	127	19	286	346
5	135	146	21	264	324
6	54	73	25	451	511
7	43	101	27	341	401
8	43	98	37	267	327
9	106	83	37	186	246
10	15	57	39	162	222
11	15	57	49	416	476
12	99	156	51	153	213
13	43	98	61	429	489
14	20	54	76	241	301
15	43	98	79	417	477
16	33	73	91	358	418
17	102	146	91	116	176
18	17	99	93	340	400
19	62	120	98	101	161
20	100	47	102	236	296
21	152	149	105	238	298
22	130	47	111	416	476
23	108	82	112	117	177
24	51	190	115	215	275
25	70	89	117	267	327
26	163	125	120	142	202
27	136	57	149	286	346
28	92	55	149	469	529
29	5	58	152	287	347
30	130	47	152	279	339
31	164	61	156	324	384
32	101	164	157	313	373
33	92	39	158	474	534
34	110	150	160	445	505
35	38	94	165	206	266
36	108	82	166	277	337
37	33	188	168	411	471
38	152	149	170	476	536
39	92	39	173	307	367
40	69	173	174	283	343
41	170	83	175	368	428
42	106	127	179	333	393
43	91	43	179	277	337
44	5	58	179	447	507
45	54	73	184	394	454
46	69	167	207	210	270
47	17	99	208	269	329
48	133	168	210	460	520
49	31	63	219	258	318
50	48	166	221	329	389
51	55	195	224	465	525
52	54	73	230	258	318
53	120	70	235	415	475
54	43	101	242	350	410
55	73	112	247	308	368
56	35	90	258	304	364
57	138	132	259	316	376
58	6	95	264	322	382
59	93	1	264	382	442
60	43	101	265	293	353
61	139	102	275	283	343
62	124	154	283	476	536
63	120	70	291	410	470
64	50	181	307	432	492
65	74	31	311	458	518
66	127	46	313	349	409
67	152	149	317	325	385
68	84	10	338	385	445
69	190	122	340	410	470
70	16	146	347	468	528
71	93	117	349	365	425
72	136	57	360	474	534
73	132	51	363	400	460
74	120	70	372	412	472
75	101	164	376	399	459
76	12	186	379	414	474
77	139	102	384	433	493
78	38	94	386	475	535
79	164	124	395	434	494
80	26	169	396	415	475
81	53	168	403	450	510
82	6	66	404	460	520
83	175	70	410	458	518
84	178	69	416	416	476
85	43	98	419	465	525
86	168	43	420	443	503
87	101	164	426	469	529
88	106	83	436	462	522
89	38	94	437	470	530
90	33	73	439	467	527
91	33	73	440	462	522
92	53	168	442	463	523
93	91	43	444	444	504
94	133	168	445	449	509
95	116	171	446	467	527
96	29	88	446	458	518
97	93	117	447	475	535
98	6	66	448	453	513
99	92	55	452	470	530
100	132	51	452	472	532
101	92	39	455	473	533
102	6	95	470	478	538
103	11	83	473	475	535
104	51	190	474	478	538
105	51	190	479	479	539
