Req	X_Coor	Y_Coor	Arr
0	100	100	-1
1	87	196	8
2	121	46	13
3	180	66	18
4	95	50	21
5	123	36	43
6	123	36	49
7	30	142	63
8	30	142	65
9	196	137	80
10	99	45	96
11	66	52	106
12	71	131	114
13	30	142	131
14	180	66	136
15	75	173	143
16	81	183	152
17	14	92	155
18	125	49	157
19	13	81	164
20	60	184	169
21	60	58	173
22	14	92	192
23	187	142	209
24	181	89	219
25	18	35	265
26	78	115	273
27	165	116	283
28	14	92	287
29	109	48	287
30	184	140	301
31	125	49	304
32	123	36	332
33	143	5	356
34	53	61	359
35	23	142	360
36	28	160	372
37	56	90	382
38	98	193	395
39	42	174	398
40	143	0	399
41	30	142	405
42	87	191	410
43	46	22	414
44	85	192	417
45	103	67	450
46	193	12	469
