Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	131	228	1
2	166	113	3
3	165	182	4
4	28	103	8
5	218	3	8
6	147	178	14
7	147	178	15
8	131	226	17
9	113	202	21
10	173	13	25
11	240	73	26
12	73	226	32
13	143	288	34
14	131	95	38
15	63	233	41
16	147	178	41
17	107	71	44
18	184	12	46
19	52	231	49
20	145	184	53
21	67	161	55
22	177	225	64
23	143	288	66
24	167	105	69
25	25	50	71
26	63	7	74
27	166	113	77
28	81	223	80
29	260	58	83
30	239	77	86
31	211	150	90
32	211	150	92
33	114	204	95
34	81	223	97
35	73	226	102
36	261	212	106
37	218	3	108
38	167	105	111
39	67	154	112
40	63	7	115
41	131	226	115
42	134	148	122
43	65	49	126
44	28	103	132
45	60	15	133
46	164	95	138
47	106	77	140
48	280	130	146
49	212	26	147
50	147	281	163
51	255	240	168
52	284	176	171
53	133	99	177
54	233	242	178
55	250	126	180
56	67	161	181
57	151	294	184
58	81	223	185
59	37	53	186
60	165	182	188
61	233	242	188
62	143	111	193
63	67	154	213
64	212	26	218
65	228	223	220
66	127	101	221
67	10	147	222
68	147	281	229
69	64	53	232
70	18	206	233
71	228	220	236
72	113	114	242
73	280	130	242
74	228	220	250
75	60	15	253
76	239	77	254
77	111	52	260
78	166	113	264
79	141	137	267
80	211	150	269
81	113	114	272
82	10	147	274
83	229	217	282
84	280	130	288
85	141	137	292
86	121	181	300
87	228	223	304
88	270	37	304
89	233	245	306
90	275	182	306
91	113	202	312
92	131	228	312
93	106	77	316
94	106	77	319
95	113	114	319
96	211	150	321
97	60	156	324
98	233	242	329
99	203	125	341
100	64	53	342
101	173	13	346
102	184	12	350
103	233	242	351
104	216	157	355
105	271	101	358
106	211	150	367
107	108	109	368
108	231	70	368
109	119	253	369
110	275	100	370
111	131	228	372
112	163	200	376
113	231	70	378
114	204	127	378
115	119	253	382
116	131	95	386
117	65	49	388
118	108	109	388
119	37	53	393
120	167	105	394
121	111	52	395
122	233	242	395
123	73	226	397
124	227	214	399
125	28	103	406
126	184	12	408
127	174	79	426
128	106	77	428
129	60	15	442
130	37	53	445
131	18	206	448
132	259	126	448
133	29	94	450
134	65	49	451
135	275	182	453
136	239	77	457
137	64	53	461
138	64	53	461
139	214	156	468
140	259	126	468
141	165	182	470
142	231	70	470
143	211	150	470
144	284	176	475
