Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	34	242	1
2	162	69	4
3	75	206	18
4	314	390	31
5	22	125	33
6	22	205	55
7	279	4	61
8	23	97	69
9	207	391	72
10	238	250	84
11	79	154	85
12	22	125	89
13	358	266	93
14	308	204	124
15	49	351	136
16	189	306	151
17	32	352	152
18	363	30	170
19	268	160	171
20	230	241	176
21	279	4	181
22	93	47	213
23	129	98	221
24	93	47	225
25	279	4	237
26	150	108	242
27	79	209	243
28	203	384	243
29	21	96	244
30	369	19	248
31	82	365	261
32	89	29	270
33	126	284	273
34	32	352	284
35	87	153	310
36	75	206	344
37	203	384	349
38	14	210	352
39	232	232	354
40	322	242	355
41	92	50	366
42	360	23	396
43	189	306	403
44	161	182	404
45	24	121	413
46	97	10	440
47	329	241	451
48	240	210	459
49	200	89	461
