Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	157	205	11
2	11	115	11
3	82	365	19
4	275	12	22
5	308	204	24
6	200	89	31
7	164	62	32
8	242	105	34
9	33	247	52
10	14	210	56
11	389	307	58
12	34	242	64
13	32	352	79
14	321	339	87
15	240	246	132
16	161	182	133
17	29	355	136
18	74	201	142
19	153	107	143
20	161	182	154
21	242	105	157
22	327	242	164
23	29	355	178
24	231	219	178
25	34	242	179
26	322	242	183
27	23	97	184
28	255	239	192
29	131	283	199
30	369	19	202
31	95	63	204
32	153	281	221
33	242	105	222
34	161	182	230
35	24	121	245
36	49	351	276
37	158	366	285
38	99	7	304
39	87	153	327
40	279	4	345
41	87	153	346
42	162	69	357
43	22	205	366
44	150	108	375
45	324	216	388
46	109	186	388
47	92	50	391
48	154	288	394
49	348	279	404
50	21	96	412
51	327	242	415
52	207	391	416
53	275	287	444
54	279	4	445
55	242	105	457
56	87	153	468
57	52	295	473
