Req	X_Coor	Y_Coor	Arr
0	70	70	-1
1	38	122	5
2	58	80	6
3	30	57	6
4	26	50	12
5	42	29	15
6	70	94	22
7	16	62	23
8	66	82	26
9	81	36	26
10	42	29	29
11	109	139	32
12	10	111	32
13	15	18	33
14	136	123	34
15	4	44	40
16	113	35	42
17	107	102	43
18	85	111	49
19	86	80	53
20	58	80	58
21	16	62	60
22	82	103	62
23	82	103	63
24	99	34	64
25	89	39	66
26	32	52	74
27	4	44	79
28	113	45	85
29	20	69	85
30	36	124	85
31	78	63	87
32	115	124	87
33	15	18	100
34	113	35	101
35	15	18	101
36	136	123	103
37	54	33	104
38	81	36	106
39	50	112	110
40	120	14	114
41	16	62	118
42	64	132	120
43	18	70	127
44	37	73	130
45	54	33	133
46	4	44	135
47	8	138	150
48	35	90	150
49	120	14	154
50	8	138	155
51	58	80	157
52	103	82	160
53	65	0	163
54	4	44	164
55	120	14	164
56	12	84	165
57	18	70	171
58	34	72	175
59	140	42	178
60	51	92	181
61	36	38	188
62	120	52	193
63	90	44	196
64	104	73	200
65	40	113	201
66	105	2	202
67	101	0	216
68	80	103	217
69	120	52	218
70	83	12	221
71	37	73	222
72	36	124	225
73	97	115	236
74	35	90	240
75	99	34	245
76	37	73	246
77	137	96	253
78	16	92	259
79	99	34	259
80	90	14	266
81	120	52	268
82	58	80	275
83	86	80	277
84	90	14	281
85	34	72	288
86	29	94	289
87	104	73	294
88	109	139	299
89	12	84	303
90	81	36	306
91	116	105	310
92	139	110	311
93	36	38	314
94	82	103	316
95	85	111	317
96	42	29	339
97	48	47	340
98	80	103	342
99	139	110	346
100	113	35	351
101	37	125	353
102	71	70	353
103	78	111	354
104	70	94	355
105	89	39	357
106	13	48	360
107	135	65	364
108	8	138	367
109	8	138	368
110	90	44	371
111	41	36	383
112	71	70	384
113	93	61	387
114	58	11	388
115	16	62	389
116	95	135	390
117	85	111	399
118	71	70	403
119	64	138	405
120	120	102	407
121	38	122	407
122	78	111	413
123	80	103	417
124	115	124	426
125	137	96	430
126	113	45	435
127	115	124	436
128	116	105	436
129	19	120	439
130	19	120	441
131	119	73	445
132	107	102	446
133	119	73	457
134	44	58	463
135	51	92	467
136	86	80	467
137	71	70	468
138	64	132	469
139	86	80	470
140	95	135	471
141	138	105	475
142	44	58	478
143	8	138	478
