Req	X_Coor	Y_Coor	Arr
0	40	50	-1
1	42	15	2
2	95	35	12
3	72	35	38
4	60	80	48
5	10	40	82
6	35	40	101
7	30	25	103
8	64	42	108
9	0	45	125
10	95	35	171
11	2	40	179
12	55	80	186
13	49	58	186
14	88	35	189
15	20	82	214
16	45	30	218
17	24	58	221
18	62	80	237
19	55	20	249
20	4	18	254
21	30	60	264
22	65	20	305
23	5	45	309
24	35	40	330
25	85	35	335
26	22	75	342
27	22	75	342
28	57	48	343
29	65	35	346
30	40	5	350
31	58	75	355
32	8	40	360
33	61	52	364
34	40	60	367
35	55	85	370
36	65	82	374
37	31	67	377
38	38	15	384
39	5	5	386
40	60	85	393
41	95	30	394
42	56	37	400
43	0	45	405
44	6	68	412
45	0	40	415
46	5	35	415
47	65	85	425
48	24	58	433
49	20	20	448
50	15	60	480
