Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	287	307	1	180	240
2	369	171	7	300	360
3	310	143	15	300	360
4	350	131	28	60	120
5	14	201	33	120	180
6	182	379	33	60	120
7	208	86	38	360	420
8	297	137	40	240	300
9	330	313	66	420	480
10	395	167	69	360	420
11	127	90	70	180	240
12	214	119	70	480	540
13	87	153	72	240	300
14	91	150	81	180	240
15	175	299	82	120	180
16	210	271	84	480	540
17	370	57	90	480	540
18	361	194	90	120	180
19	72	257	94	120	180
20	11	328	100	420	480
21	222	383	126	360	420
22	369	118	135	180	240
23	53	330	146	360	420
24	371	111	152	180	240
25	196	295	153	480	540
26	294	118	159	480	540
27	209	85	161	420	480
28	196	295	174	420	480
29	344	283	180	480	540
30	317	183	182	420	480
31	272	154	185	240	300
32	87	153	186	300	360
33	111	179	190	480	540
34	37	397	191	360	420
35	200	48	192	300	360
36	381	290	193	360	420
37	396	106	200	300	360
38	369	118	206	360	420
39	53	330	212	360	420
40	246	247	214	240	300
41	143	159	215	480	540
42	344	280	220	300	360
43	344	280	220	300	360
44	214	119	221	360	420
45	222	383	221	480	540
46	107	98	222	360	420
47	246	247	240	360	420
48	350	131	241	300	360
49	294	118	248	300	360
50	344	280	254	420	480
51	34	242	265	300	360
52	349	181	273	300	360
53	85	155	274	420	480
54	300	64	276	360	420
55	82	65	279	480	540
56	317	183	281	480	540
57	381	290	281	360	420
58	177	174	284	360	420
59	182	379	286	480	540
60	28	353	292	420	480
61	157	220	295	480	540
62	107	98	295	420	480
63	373	253	300	420	480
64	87	164	300	360	420
65	82	65	301	420	480
66	109	186	301	360	420
67	317	183	303	480	540
68	310	143	304	480	540
69	310	143	310	480	540
70	399	179	321	480	540
71	218	134	322	360	420
72	14	201	326	480	540
73	226	52	337	360	420
74	157	220	353	360	420
75	228	96	353	420	480
76	110	188	366	420	480
77	317	183	377	480	540
78	345	382	381	420	480
79	87	153	382	480	540
80	350	131	387	420	480
81	370	57	408	420	480
82	350	207	419	480	540
83	53	51	419	420	480
84	310	143	420	420	480
85	230	241	421	480	540
86	395	167	440	480	540
87	53	51	441	480	540
88	208	86	447	480	540
89	109	186	453	480	540
90	21	255	457	480	540
91	204	292	459	480	540
92	368	215	466	480	540
93	310	200	467	480	540
94	87	153	476	480	540
