Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	220	283	10	133	193
2	129	98	10	186	246
3	21	96	24	95	155
4	363	30	29	216	276
5	22	125	38	290	350
6	84	252	43	278	338
7	100	6	44	106	166
8	168	62	58	414	474
9	100	6	59	475	535
10	182	378	64	400	460
11	34	242	65	441	501
12	150	108	83	248	308
13	153	280	84	187	247
14	308	204	84	173	233
15	327	242	86	391	451
16	279	4	94	417	477
17	172	178	97	127	187
18	200	89	105	369	429
19	92	155	108	428	488
20	40	54	121	371	431
21	275	287	122	243	303
22	187	338	138	385	445
23	84	252	148	194	254
24	129	98	151	306	366
25	337	388	156	441	501
26	40	54	158	190	250
27	87	153	158	354	414
28	129	98	162	218	278
29	212	146	163	398	458
30	51	288	165	411	471
31	168	62	168	192	252
32	97	10	176	224	284
33	172	178	177	415	475
34	254	240	195	403	463
35	41	56	196	421	481
36	75	206	196	444	504
37	162	69	198	441	501
38	158	366	201	340	400
39	84	252	201	252	312
40	22	205	207	307	367
41	324	216	214	473	533
42	41	56	218	324	384
43	200	89	222	309	369
44	182	379	223	377	437
45	14	210	224	290	350
46	158	366	229	339	399
47	322	242	238	344	404
48	373	253	250	353	413
49	360	23	252	393	453
50	29	355	258	287	347
51	207	391	265	421	481
52	74	201	268	318	378
53	109	186	274	404	464
54	82	365	280	305	365
55	89	29	287	287	347
56	87	153	287	288	348
57	187	338	295	398	458
58	41	56	304	425	485
59	322	242	318	470	530
60	348	279	321	368	428
61	92	50	333	417	477
62	361	39	339	392	452
63	131	283	340	368	428
64	308	204	345	397	457
65	240	210	347	432	492
66	95	63	348	355	415
67	153	281	349	460	520
68	41	56	365	426	486
69	244	114	368	379	439
70	240	246	374	446	506
71	255	239	376	426	486
72	33	247	390	450	510
73	22	125	392	453	513
74	255	239	394	424	484
75	51	288	399	423	483
76	207	391	399	406	466
77	153	107	409	464	524
78	201	387	414	425	485
79	87	153	415	441	501
80	369	19	423	429	489
81	321	339	434	435	495
82	153	280	437	475	535
83	230	241	440	464	524
84	201	387	440	456	516
85	348	279	450	450	510
86	22	125	456	480	540
87	363	30	457	471	531
88	237	213	457	458	518
89	40	54	465	474	534
90	49	351	468	469	529
91	223	372	479	480	540
