Req	X_Coor	Y_Coor	Arr	E	L
0	70	70	-1	0	540
1	12	48	0	233	293
2	54	33	6	234	294
3	81	36	9	19	79
4	13	48	12	230	290
5	82	100	13	75	135
6	47	83	14	422	482
7	120	22	17	424	484
8	18	70	23	214	274
9	97	115	42	132	192
10	140	42	43	133	193
11	140	42	44	172	232
12	51	92	45	143	203
13	39	100	46	148	208
14	69	115	47	407	467
15	34	72	56	466	526
16	42	29	63	335	395
17	20	106	66	251	311
18	90	44	68	216	276
19	8	138	72	353	413
20	83	12	74	159	219
21	90	14	76	371	431
22	120	102	80	409	469
23	47	83	80	479	539
24	120	52	83	128	188
25	120	22	122	207	267
26	56	139	125	391	451
27	18	104	130	448	508
28	120	102	131	183	243
29	119	73	134	187	247
30	138	105	135	377	437
31	140	42	137	166	226
32	139	68	138	352	412
33	81	36	152	363	423
34	120	52	167	256	316
35	65	0	173	432	492
36	64	132	174	250	310
37	70	83	179	452	512
38	113	35	188	202	262
39	82	103	190	310	370
40	64	132	198	333	393
41	97	115	199	231	291
42	78	111	203	412	472
43	90	44	206	219	279
44	105	2	209	444	504
45	18	70	215	274	334
46	4	44	221	331	391
47	37	73	234	331	391
48	8	138	234	404	464
49	86	80	242	305	365
50	120	52	244	451	511
51	121	124	245	390	450
52	95	135	248	424	484
53	18	104	249	257	317
54	38	122	258	307	367
55	90	44	258	335	395
56	35	90	262	269	329
57	139	68	263	401	461
58	36	124	266	333	393
59	71	70	268	306	366
60	120	52	286	332	392
61	107	102	286	349	409
62	90	44	287	400	460
63	89	39	288	422	482
64	16	92	291	373	433
65	16	92	295	364	424
66	117	92	295	345	405
67	65	0	318	390	450
68	32	52	331	445	505
69	89	39	345	439	499
70	80	103	345	480	540
71	71	70	346	368	428
72	44	58	351	476	536
73	82	100	351	408	468
74	44	36	354	416	476
75	140	42	358	475	535
76	65	0	359	442	502
77	39	100	362	364	424
78	107	102	365	449	509
79	56	139	377	413	473
80	30	57	378	449	509
81	120	52	381	436	496
82	18	70	397	478	538
83	32	52	402	407	467
84	120	52	410	428	488
85	42	29	412	435	495
86	29	94	415	431	491
87	70	83	416	427	487
88	47	83	419	450	510
89	70	83	420	453	513
90	82	100	421	444	504
91	120	52	430	476	536
92	85	111	432	456	516
93	82	103	433	436	496
94	34	72	446	465	525
95	120	47	457	480	540
96	82	103	459	480	540
97	54	33	466	471	531
98	83	12	472	477	537
99	121	123	477	480	540
