Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	293	62	2
2	144	182	3
3	108	109	3
4	257	58	3
5	107	39	12
6	165	204	15
7	145	182	18
8	85	228	21
9	114	204	35
10	5	195	36
11	161	22	38
12	30	243	47
13	300	44	51
14	81	238	54
15	233	119	56
16	227	80	60
17	176	70	61
18	2	238	63
19	30	226	65
20	67	175	68
21	15	178	70
22	133	99	81
23	149	282	82
24	176	70	86
25	176	70	87
26	30	226	88
27	254	87	93
28	289	79	96
29	65	56	116
30	158	27	125
31	60	156	126
32	57	125	130
33	109	61	131
34	78	236	135
35	227	80	136
36	246	137	139
37	81	238	141
38	135	251	142
39	109	299	147
40	149	282	152
41	109	61	156
42	250	134	156
43	246	137	164
44	153	61	165
45	54	285	165
46	100	73	165
47	149	282	170
48	6	168	192
49	109	299	195
50	158	140	197
51	5	195	197
52	81	238	199
53	112	272	199
54	224	61	205
55	13	202	206
56	293	62	211
57	61	70	211
58	57	123	220
59	119	104	225
60	5	195	226
61	114	204	228
62	155	180	228
63	257	58	229
64	217	73	239
65	190	181	244
66	50	285	249
67	13	202	258
68	59	67	265
69	188	142	267
70	233	119	270
71	158	140	275
72	57	123	277
73	81	238	283
74	191	234	288
75	169	173	290
76	217	73	294
77	158	27	301
78	119	104	307
79	110	31	310
80	67	175	310
81	15	178	311
82	30	243	320
83	172	2	323
84	173	72	329
85	119	104	332
86	13	202	334
87	274	6	335
88	188	142	335
89	202	292	336
90	11	242	340
91	59	280	341
92	140	214	349
93	56	116	350
94	61	70	351
95	109	299	353
96	78	236	354
97	47	277	357
98	262	62	359
99	165	204	359
100	254	87	362
101	11	191	365
102	149	282	366
103	167	176	367
104	172	2	370
105	107	39	378
106	277	101	381
107	59	280	390
108	191	49	395
109	145	182	399
110	144	182	407
111	173	72	408
112	208	47	409
113	110	31	414
114	59	67	416
115	84	231	418
116	140	214	418
117	153	61	426
118	290	219	428
119	61	70	429
120	277	101	431
121	135	251	432
122	3	119	439
123	112	43	440
124	176	70	441
125	246	137	443
126	153	61	445
127	217	73	454
128	246	166	455
129	57	123	459
130	147	43	460
131	147	43	463
132	2	238	466
133	107	39	467
134	153	61	467
135	112	43	467
136	57	125	468
137	135	251	474
138	190	181	475
139	236	248	476
140	30	226	476
141	246	166	477
142	107	39	479
