Req	X_Coor	Y_Coor	Arr	E	L
0	40	50	-1	0	540
1	32	20	0	360	420
2	5	35	7	420	480
3	22	75	9	420	480
4	35	32	13	480	540
5	28	52	13	300	360
6	56	64	13	240	300
7	56	64	14	300	360
8	48	20	21	240	300
9	38	15	24	480	540
10	42	15	25	60	120
11	22	85	33	480	540
12	20	80	37	180	240
13	62	80	39	180	240
14	15	75	43	360	420
15	42	58	47	180	240
16	67	85	54	120	180
17	55	80	55	120	180
18	22	66	63	480	540
19	32	20	64	480	540
20	40	5	65	480	540
21	15	80	68	360	420
22	30	50	74	180	240
23	16	42	74	180	240
24	25	85	76	240	300
25	38	15	85	240	300
26	60	55	89	120	180
27	20	85	90	180	240
28	5	35	99	420	480
29	90	35	106	420	480
30	2	40	108	120	180
31	30	30	111	180	240
32	36	40	113	120	180
33	55	80	120	240	300
34	60	60	125	240	300
35	44	5	125	240	300
36	25	85	126	180	240
37	30	50	127	480	540
38	36	18	129	240	300
39	47	40	139	480	540
40	56	64	149	240	300
41	47	35	154	300	360
42	33	35	160	240	300
43	33	35	166	480	540
44	62	80	167	180	240
45	10	35	191	480	540
46	44	25	196	360	420
47	95	35	198	300	360
48	5	35	199	480	540
49	58	70	199	420	480
50	58	70	202	360	420
51	50	40	202	300	360
52	25	30	221	360	420
53	53	35	225	300	360
54	5	35	232	480	540
55	47	40	236	360	420
56	36	18	236	480	540
57	8	40	236	360	420
58	50	40	247	360	420
59	50	35	248	420	480
60	2	40	266	360	420
61	62	40	268	300	360
62	15	80	273	480	540
63	66	55	279	480	540
64	32	20	280	420	480
65	32	20	280	480	540
66	22	85	283	480	540
67	20	80	291	420	480
68	16	42	293	420	480
69	8	40	294	480	540
70	42	65	297	480	540
71	95	35	307	420	480
72	47	35	309	480	540
73	30	50	309	480	540
74	25	50	316	480	540
75	8	62	318	420	480
76	36	18	319	420	480
77	8	62	325	420	480
78	22	85	329	420	480
79	92	30	336	420	480
80	22	85	336	360	420
81	38	10	341	480	540
82	30	35	352	360	420
83	42	15	352	480	540
84	66	55	354	360	420
85	35	69	356	420	480
86	25	85	365	420	480
87	65	60	367	480	540
88	15	80	369	420	480
89	70	58	376	420	480
90	44	25	377	420	480
91	50	40	389	480	540
92	35	66	391	480	540
93	70	58	394	480	540
94	26	32	399	420	480
95	38	5	404	480	540
96	22	66	413	420	480
97	38	5	413	420	480
98	95	30	426	480	540
99	50	40	428	480	540
100	20	85	431	480	540
101	8	62	435	480	540
102	62	69	444	480	540
103	25	50	451	480	540
104	60	55	458	480	540
105	62	69	459	480	540
106	78	40	459	480	540
107	66	55	465	480	540
108	55	80	476	480	540
109	62	40	477	480	540
110	4	55	477	480	540
111	44	5	480	480	540
