Req	X_Coor	Y_Coor	Arr	E	L
0	200	200	-1	0	540
1	394	299	9	420	480
2	330	353	9	180	240
3	310	163	10	120	180
4	200	48	13	120	180
5	23	317	30	480	540
6	176	154	43	60	120
7	327	115	46	60	120
8	285	184	47	360	420
9	74	231	54	120	180
10	327	11	59	240	300
11	394	299	61	360	420
12	237	243	64	480	540
13	36	288	67	240	300
14	310	163	68	420	480
15	148	71	69	240	300
16	285	184	71	420	480
17	56	156	74	480	540
18	2	200	83	420	480
19	29	86	87	480	540
20	300	319	88	480	540
21	110	241	90	180	240
22	277	143	90	480	540
23	329	208	94	180	240
24	119	286	99	360	420
25	365	303	102	180	240
26	286	308	102	420	480
27	56	156	108	120	180
28	110	290	117	240	300
29	110	290	118	240	300
30	30	349	119	360	420
31	294	184	121	360	420
32	39	34	122	240	300
33	255	80	130	480	540
34	2	200	135	480	540
35	329	208	139	420	480
36	251	70	142	360	420
37	36	288	143	360	420
38	148	71	146	360	420
39	73	4	152	420	480
40	246	152	160	240	300
41	353	357	165	180	240
42	208	86	179	420	480
43	147	210	180	240	300
44	200	48	182	300	360
45	17	348	182	360	420
46	368	278	185	480	540
47	384	47	190	480	540
48	17	348	191	420	480
49	353	357	192	300	360
50	176	154	196	420	480
51	49	187	201	300	360
52	278	221	203	360	420
53	208	86	204	420	480
54	231	6	216	480	540
55	156	4	218	480	540
56	142	238	225	300	360
57	246	152	227	240	300
58	140	387	228	360	420
59	29	86	229	360	420
60	376	19	233	420	480
61	255	80	240	480	540
62	287	279	247	300	360
63	353	3	248	420	480
64	110	351	252	480	540
65	2	200	256	480	540
66	208	86	263	420	480
67	102	42	265	300	360
68	119	286	269	420	480
69	330	353	272	360	420
70	378	30	276	360	420
71	358	309	282	480	540
72	310	163	287	300	360
73	163	207	288	360	420
74	196	51	288	300	360
75	102	42	295	420	480
76	394	299	298	360	420
77	294	184	301	360	420
78	142	238	307	420	480
79	338	315	312	420	480
80	332	124	321	360	420
81	147	210	322	420	480
82	376	19	325	420	480
83	338	315	342	360	420
84	388	106	354	480	540
85	205	372	355	360	420
86	250	183	359	420	480
87	277	143	366	420	480
88	147	210	367	420	480
89	39	34	373	480	540
90	142	238	376	480	540
91	40	153	396	480	540
92	56	156	397	420	480
93	39	34	398	420	480
94	327	11	400	480	540
95	297	137	404	480	540
96	348	319	418	420	480
97	367	300	436	480	540
98	278	221	446	480	540
99	40	153	447	480	540
100	65	335	451	480	540
101	17	348	454	480	540
102	56	156	455	480	540
103	56	156	462	480	540
104	100	15	463	480	540
105	398	258	465	480	540
106	148	71	477	480	540
107	208	86	479	480	540
