Req	X_Coor	Y_Coor	Arr	E	L
0	100	100	-1	0	540
1	13	152	3	120	180
2	37	177	6	480	540
3	190	109	7	120	180
4	26	45	15	240	300
5	190	110	22	360	420
6	59	139	27	480	540
7	145	19	30	60	120
8	190	110	30	360	420
9	71	131	45	180	240
10	141	4	54	420	480
11	119	37	56	420	480
12	121	50	58	240	300
13	193	12	60	420	480
14	135	171	60	180	240
15	127	60	62	120	180
16	136	111	63	300	360
17	26	45	69	420	480
18	149	78	70	180	240
19	36	193	71	480	540
20	71	131	73	180	240
21	180	66	77	180	240
22	14	92	87	120	180
23	95	50	89	300	360
24	13	81	95	360	420
25	137	1	95	420	480
26	53	61	101	300	360
27	104	176	101	120	180
28	158	81	101	240	300
29	143	0	102	180	240
30	190	109	107	120	180
31	78	115	110	120	180
32	17	150	112	360	420
33	141	4	115	300	360
34	93	7	116	300	360
35	92	178	117	120	180
36	145	19	136	420	480
37	99	45	139	480	540
38	135	0	147	300	360
39	46	22	149	300	360
40	57	54	149	360	420
41	135	0	150	180	240
42	13	152	150	420	480
43	18	35	153	360	420
44	85	110	153	420	480
45	59	139	155	180	240
46	103	67	157	300	360
47	183	170	173	240	300
48	60	184	174	360	420
49	50	67	182	420	480
50	100	53	188	360	420
51	36	193	191	300	360
52	24	140	195	360	420
53	85	110	198	240	300
54	85	110	199	240	300
55	78	115	202	300	360
56	84	118	202	420	480
57	98	193	203	420	480
58	26	45	207	480	540
59	18	35	208	480	540
60	8	8	211	300	360
61	190	109	213	300	360
62	100	53	216	360	420
63	67	138	217	480	540
64	23	142	217	420	480
65	60	58	218	300	360
66	193	12	219	360	420
67	25	165	221	360	420
68	78	169	237	420	480
69	105	70	239	360	420
70	95	50	239	360	420
71	159	196	241	480	540
72	23	142	244	480	540
73	89	176	249	420	480
74	46	131	252	420	480
75	87	191	261	300	360
76	53	31	266	420	480
77	46	131	269	420	480
78	16	84	272	300	360
79	181	89	275	300	360
80	24	140	279	420	480
81	53	31	281	480	540
82	143	0	282	420	480
83	185	123	285	300	360
84	46	22	288	360	420
85	75	173	289	480	540
86	59	139	293	420	480
87	56	90	294	420	480
88	14	92	302	420	480
89	28	160	303	480	540
90	50	31	306	420	480
91	24	140	308	360	420
92	14	92	312	480	540
93	75	173	315	420	480
94	8	8	319	480	540
95	87	196	322	420	480
96	50	31	331	420	480
97	85	110	335	420	480
98	185	123	343	480	540
99	143	179	347	420	480
100	180	66	349	480	540
101	11	118	350	420	480
102	50	67	356	420	480
103	13	152	357	480	540
104	13	152	363	480	540
105	46	22	366	480	540
106	56	90	369	480	540
107	193	12	385	420	480
108	16	84	390	480	540
109	180	66	391	420	480
110	135	0	399	480	540
111	84	118	402	420	480
112	135	171	412	420	480
113	13	152	413	420	480
114	78	115	416	420	480
115	143	5	421	480	540
116	10	153	422	480	540
117	87	191	426	480	540
118	8	74	436	480	540
119	189	83	438	480	540
120	105	70	439	480	540
121	92	178	445	480	540
122	11	118	446	480	540
123	145	19	447	480	540
124	51	31	449	480	540
125	93	7	450	480	540
126	145	19	450	480	540
127	184	140	452	480	540
128	41	187	462	480	540
129	85	192	462	480	540
130	141	4	470	480	540
131	180	66	471	480	540
132	95	50	474	480	540
133	93	7	474	480	540
134	198	132	475	480	540
135	13	81	477	480	540
136	10	153	477	480	540
