Req	X_Coor	Y_Coor	Arr	E	L
0	70	70	-1	0	540
1	91	95	8	300	360
2	70	94	16	180	240
3	97	12	18	420	480
4	61	48	23	420	480
5	109	131	26	420	480
6	66	40	36	480	540
7	19	39	40	360	420
8	140	36	48	120	180
9	97	12	70	120	180
10	99	28	72	120	180
11	16	39	72	180	240
12	94	105	74	360	420
13	56	139	77	180	240
14	86	36	94	420	480
15	122	113	97	360	420
16	16	62	106	180	240
17	34	108	108	180	240
18	61	48	119	180	240
19	86	37	125	300	360
20	109	131	142	480	540
21	67	55	144	480	540
22	21	44	144	420	480
23	1	24	145	300	360
24	86	102	150	180	240
25	54	41	153	240	300
26	18	38	163	240	300
27	84	39	163	300	360
28	97	28	167	480	540
29	109	78	169	240	300
30	109	131	174	300	360
31	86	37	177	480	540
32	66	91	180	240	300
33	86	36	183	240	300
34	140	36	184	360	420
35	15	4	193	300	360
36	50	106	194	480	540
37	57	53	195	480	540
38	137	137	197	240	300
39	138	78	202	480	540
40	61	34	210	480	540
41	86	102	210	360	420
42	119	130	223	360	420
43	97	12	231	240	300
44	16	39	237	420	480
45	122	113	238	480	540
46	66	40	242	420	480
47	107	77	254	360	420
48	34	72	262	300	360
49	99	28	264	360	420
50	17	43	264	360	420
51	66	82	279	360	420
52	63	50	281	300	360
53	94	105	282	360	420
54	106	10	292	480	540
55	34	104	293	300	360
56	137	101	298	420	480
57	137	137	310	360	420
58	16	62	313	420	480
59	107	63	313	360	420
60	21	115	319	480	540
61	116	132	320	480	540
62	119	114	320	360	420
63	34	108	327	480	540
64	34	108	329	480	540
65	103	69	333	360	420
66	110	99	335	480	540
67	21	44	340	480	540
68	106	10	346	480	540
69	17	37	351	420	480
70	6	25	352	480	540
71	19	39	357	420	480
72	116	132	359	420	480
73	118	108	366	420	480
74	85	75	368	420	480
75	109	78	372	480	540
76	6	25	376	480	540
77	92	107	385	420	480
78	86	102	399	480	540
79	17	37	402	480	540
80	115	134	407	480	540
81	125	68	426	480	540
82	97	29	436	480	540
83	13	48	445	480	540
84	57	53	449	480	540
85	50	106	451	480	540
86	20	69	461	480	540
87	84	36	465	480	540
88	47	83	467	480	540
89	97	12	469	480	540
90	56	139	473	480	540
91	50	106	474	480	540
92	99	28	476	480	540
