Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	37	149	4	480	540
2	241	183	5	60	120
3	191	49	5	480	540
4	158	291	14	180	240
5	168	42	15	120	180
6	80	131	21	60	120
7	279	36	21	120	180
8	103	8	27	300	360
9	80	86	35	420	480
10	170	53	49	300	360
11	188	69	49	60	120
12	157	254	53	300	360
13	139	33	53	180	240
14	4	294	57	60	120
15	246	133	59	360	420
16	47	121	60	240	300
17	205	44	62	360	420
18	29	8	63	300	360
19	47	121	64	420	480
20	72	20	65	180	240
21	34	150	70	180	240
22	61	138	73	480	540
23	43	62	85	420	480
24	4	294	88	360	420
25	191	49	89	420	480
26	154	299	90	120	180
27	296	235	91	480	540
28	57	127	98	180	240
29	61	138	99	420	480
30	282	104	101	240	300
31	205	44	107	240	300
32	149	98	111	360	420
33	139	33	112	300	360
34	248	41	114	480	540
35	139	33	118	300	360
36	56	212	120	180	240
37	38	139	124	300	360
38	72	20	125	180	240
39	191	49	137	420	480
40	110	145	137	240	300
41	56	212	139	420	480
42	140	18	141	240	300
43	157	50	146	420	480
44	297	43	149	300	360
45	108	3	150	360	420
46	246	123	151	480	540
47	15	52	151	180	240
48	296	235	151	480	540
49	119	214	153	480	540
50	102	155	157	180	240
51	296	235	159	240	300
52	107	39	171	180	240
53	220	182	171	420	480
54	29	8	174	300	360
55	246	133	175	420	480
56	234	107	178	360	420
57	157	50	178	480	540
58	170	53	186	300	360
59	76	160	188	420	480
60	241	183	191	240	300
61	279	189	192	420	480
62	248	41	199	420	480
63	282	104	201	360	420
64	298	135	203	420	480
65	33	231	206	240	300
66	110	31	207	480	540
67	279	36	209	300	360
68	168	42	210	420	480
69	213	119	212	300	360
70	247	19	216	360	420
71	188	198	218	420	480
72	38	44	225	420	480
73	140	18	228	420	480
74	25	64	231	360	420
75	37	126	235	240	300
76	250	124	236	420	480
77	272	70	237	420	480
78	206	121	238	360	420
79	139	146	239	240	300
80	103	8	252	300	360
81	149	98	253	480	540
82	248	41	255	420	480
83	168	42	256	420	480
84	152	29	257	300	360
85	265	141	260	300	360
86	5	189	266	360	420
87	52	109	269	300	360
88	246	123	271	480	540
89	206	121	275	480	540
90	298	135	275	360	420
91	262	80	277	420	480
92	136	228	284	360	420
93	38	139	293	420	480
94	56	212	297	300	360
95	180	114	297	360	420
96	57	127	298	360	420
97	234	107	306	480	540
98	165	179	307	480	540
99	25	64	322	480	540
100	188	69	325	480	540
101	57	192	329	480	540
102	140	18	330	360	420
103	29	130	337	420	480
104	15	52	341	420	480
105	168	42	341	420	480
106	229	25	346	420	480
107	106	168	348	420	480
108	246	123	350	360	420
109	108	3	357	420	480
110	37	149	364	480	540
111	15	52	367	420	480
112	107	39	368	480	540
113	37	126	370	480	540
114	52	109	371	420	480
115	180	114	382	420	480
116	61	138	383	420	480
117	157	254	385	480	540
118	238	206	387	420	480
119	262	80	387	480	540
120	78	246	395	420	480
121	82	35	397	420	480
122	5	189	399	480	540
123	250	124	401	420	480
124	103	8	405	420	480
125	188	198	405	420	480
126	149	98	406	480	540
127	29	8	409	420	480
128	188	69	410	420	480
129	248	41	416	420	480
130	136	228	417	420	480
131	242	70	421	480	540
132	64	170	427	480	540
133	106	168	432	480	540
134	159	42	435	480	540
135	152	29	441	480	540
136	15	178	449	480	540
137	208	208	451	480	540
138	207	149	452	480	540
139	272	70	452	480	540
140	177	281	454	480	540
141	136	295	455	480	540
142	110	145	460	480	540
143	110	31	463	480	540
144	158	291	473	480	540
145	149	98	479	480	540
146	157	254	479	480	540
