Req	X_Coor	Y_Coor	Arr
0	200	200	-1
1	221	281	18
2	208	274	20
3	349	157	21
4	102	377	26
5	60	319	32
6	82	360	42
7	186	75	70
8	159	11	78
9	347	395	90
10	369	107	93
11	392	307	98
12	391	42	113
13	220	238	123
14	369	100	128
15	325	45	152
16	221	281	159
17	222	383	170
18	304	141	182
19	393	312	183
20	321	217	192
21	364	55	205
22	370	104	216
23	340	290	220
24	176	154	221
25	32	78	239
26	34	242	252
27	369	107	259
28	23	97	260
29	349	157	286
30	176	154	292
31	395	340	295
32	226	52	297
33	134	63	310
34	338	315	319
35	208	274	322
36	369	100	328
37	192	332	329
38	166	357	350
39	302	274	364
40	321	217	373
41	391	42	385
42	363	24	391
43	373	253	401
44	41	340	412
45	28	353	426
46	24	96	426
47	364	25	429
48	213	332	429
49	270	151	433
50	84	363	437
51	125	122	439
52	68	143	477
53	134	63	480
