Req	X_Coor	Y_Coor	Arr
0	150	150	-1
1	203	125	27
2	184	12	27
3	233	245	34
4	174	79	54
5	131	95	55
6	173	13	57
7	60	15	64
8	173	13	70
9	149	186	81
10	174	71	98
11	106	77	100
12	259	126	105
13	147	281	106
14	134	148	106
15	174	79	116
16	173	72	120
17	119	253	144
18	18	206	147
19	67	154	166
20	250	126	172
21	111	52	175
22	4	149	177
23	25	99	186
24	227	222	189
25	60	15	195
26	10	147	208
27	218	3	216
28	113	50	238
29	166	113	251
30	275	100	257
31	259	59	278
32	227	222	279
33	73	226	283
34	60	64	311
35	173	72	311
36	250	126	324
37	228	223	324
38	52	231	327
39	164	95	335
40	141	137	343
41	166	113	359
42	25	50	366
43	52	231	402
44	203	125	414
45	143	111	425
46	143	288	432
47	143	288	438
48	258	247	451
49	184	12	457
50	259	126	461
51	147	281	479
