Req	X_Coor	Y_Coor	Arr
0	35	35	-1
1	57	68	20
2	30	5	24
3	30	60	29
4	14	37	32
5	42	7	34
6	63	65	40
7	57	29	51
8	22	27	51
9	47	16	62
10	12	24	69
11	57	29	71
12	46	13	78
13	26	27	89
14	47	47	95
15	49	73	100
16	15	30	100
17	45	65	101
18	15	30	109
19	19	21	113
20	57	68	114
21	6	68	122
22	11	31	130
23	28	18	131
24	12	24	144
25	15	60	153
26	41	49	154
27	47	47	159
28	57	68	162
29	45	20	164
30	26	27	174
31	22	27	182
32	37	31	184
33	49	11	189
34	65	35	191
35	12	24	202
36	2	60	203
37	26	27	209
38	50	35	209
39	11	31	221
40	11	14	226
41	55	5	226
42	44	17	232
43	45	30	241
44	64	42	246
45	53	52	247
46	45	30	252
47	5	5	263
48	15	30	274
49	60	12	277
50	46	13	290
51	36	26	301
52	11	14	302
53	27	69	311
54	55	45	314
55	27	43	319
56	17	34	329
57	28	18	332
58	25	24	332
59	15	19	333
60	26	27	342
61	37	31	346
62	57	68	347
63	5	30	356
64	27	43	358
65	55	45	363
66	45	30	365
67	25	24	375
68	26	35	375
69	49	73	383
70	15	10	388
71	45	65	389
72	64	42	389
73	4	18	393
74	25	24	400
75	67	5	402
76	18	18	403
77	30	25	404
78	6	68	407
79	47	47	408
80	21	24	409
81	23	3	417
82	65	20	421
83	21	24	421
84	55	60	425
85	35	69	429
86	61	52	429
87	26	52	436
88	27	69	441
89	57	48	454
90	63	23	461
91	27	43	469
92	55	20	473
93	65	20	473
94	49	42	481
95	49	73	488
96	35	40	490
97	20	50	492
98	25	24	492
99	55	20	492
100	37	31	494
101	26	27	494
102	55	60	494
103	37	31	509
104	25	30	513
105	53	12	521
106	23	3	522
107	44	17	527
108	15	77	529
109	25	30	547
110	20	50	552
111	26	35	552
112	10	20	554
113	60	12	555
114	31	67	560
115	15	47	567
116	64	42	568
117	21	24	570
118	31	52	572
119	27	69	575
120	64	42	583
121	55	20	587
122	4	18	613
123	62	77	616
124	55	20	636
125	50	35	648
126	15	77	657
127	11	14	673
128	61	52	674
129	5	30	674
130	24	58	676
131	20	20	676
132	42	7	680
133	15	19	684
134	2	48	686
135	2	48	688
136	22	22	695
137	56	37	695
138	27	69	698
139	13	52	699
140	27	69	699
141	22	22	700
142	61	52	702
143	6	68	707
144	65	35	707
145	10	43	712
146	49	73	724
147	45	20	742
148	37	56	747
149	45	10	761
150	57	48	776
151	15	19	780
152	18	18	781
153	30	60	782
154	15	19	783
155	11	14	785
156	21	24	788
157	62	77	788
158	18	24	799
159	45	30	805
160	63	65	810
161	26	52	814
162	20	65	822
163	56	39	826
164	20	50	827
165	28	18	828
166	62	77	829
167	55	45	832
168	26	35	835
169	40	25	846
170	15	30	849
171	19	21	856
172	49	11	862
173	26	35	870
174	63	65	877
175	36	26	880
176	22	22	883
177	44	17	887
178	8	56	891
179	62	77	892
180	20	50	898
181	11	14	903
182	44	17	905
183	57	29	909
184	53	12	910
185	2	48	915
186	6	38	916
187	55	54	916
188	55	54	925
189	8	56	928
190	37	56	938
191	45	30	939
192	44	17	939
193	46	13	939
194	20	26	948
195	45	65	955
196	64	42	961
197	22	27	961
198	37	47	973
199	57	68	979
200	35	40	982
201	20	40	985
202	10	20	996
203	35	69	998
