Req	X_Coor	Y_Coor	Arr	E	L
0	150	150	-1	0	540
1	252	218	12	59	119
2	77	11	12	464	524
3	22	126	14	265	325
4	227	187	15	448	508
5	77	11	33	431	491
6	245	240	46	142	202
7	62	221	47	309	369
8	125	39	54	54	114
9	52	80	57	396	456
10	42	123	66	328	388
11	178	240	71	465	525
12	196	158	77	419	479
13	171	143	78	188	248
14	71	126	97	360	420
15	141	3	97	422	482
16	215	168	101	237	297
17	132	262	113	116	176
18	87	105	138	374	434
19	275	31	141	244	304
20	225	70	154	270	330
21	137	255	155	248	308
22	92	90	164	196	256
23	262	237	183	303	363
24	262	50	190	282	342
25	122	24	195	279	339
26	252	60	196	431	491
27	176	117	199	389	449
28	175	84	201	381	441
29	115	235	205	384	444
30	242	263	218	429	489
31	231	235	223	454	514
32	262	50	226	431	491
33	134	273	227	478	538
34	259	212	233	452	512
35	276	38	233	342	402
36	153	74	240	326	386
37	245	240	245	414	474
38	193	194	247	282	342
39	28	122	257	363	423
40	77	11	260	291	351
41	234	216	278	410	470
42	125	39	292	409	469
43	87	112	296	315	375
44	34	50	297	414	474
45	160	244	306	308	368
46	193	194	309	431	491
47	284	184	319	339	399
48	22	126	323	388	448
49	149	130	328	387	447
50	249	44	328	475	535
51	284	184	332	334	394
52	252	218	343	370	430
53	250	234	352	383	443
54	284	184	353	479	539
55	169	134	356	381	441
56	22	126	358	455	515
57	284	30	362	419	479
58	71	126	362	478	538
59	134	273	362	475	535
60	53	145	363	447	507
61	236	224	370	440	500
62	71	222	375	474	534
63	250	234	375	408	468
64	160	244	375	384	444
65	178	240	396	471	531
66	199	214	404	425	485
67	276	38	406	409	469
68	233	189	407	445	505
69	239	188	407	416	476
70	87	105	407	458	518
71	28	122	408	424	484
72	149	130	409	469	529
73	176	117	418	472	532
74	117	262	419	434	494
75	270	23	420	438	498
76	171	143	428	454	514
77	273	18	430	479	539
78	53	145	443	450	510
79	252	218	444	459	519
80	284	184	448	465	525
81	182	178	449	450	510
82	63	135	450	453	513
83	168	237	452	461	521
84	71	126	460	466	526
85	172	249	468	471	531
86	275	31	469	473	533
87	270	23	471	475	535
88	71	126	472	474	534
89	108	103	479	480	540
