Req	X_Coor	Y_Coor	Arr
0	40	50	-1
1	22	85	3
2	48	30	4
3	25	85	7
4	48	20	7
5	38	5	9
6	34	25	10
7	25	85	17
8	45	70	17
9	35	69	21
10	50	40	39
11	56	64	39
12	5	35	41
13	35	66	48
14	62	69	51
15	56	64	52
16	8	45	54
17	60	66	57
18	20	50	59
19	75	55	59
20	25	30	60
21	5	35	66
22	45	65	71
23	22	85	75
24	20	55	76
25	20	85	76
26	55	85	77
27	52	75	81
28	72	45	83
29	45	65	88
30	64	46	93
31	62	69	100
32	30	56	100
33	42	65	103
34	20	50	106
35	62	40	114
36	67	85	117
37	87	30	122
38	42	10	125
39	35	66	126
40	28	52	128
41	66	55	140
42	78	40	141
43	72	45	144
44	32	20	144
45	53	30	144
46	42	15	148
47	40	5	149
48	62	80	153
49	8	62	154
50	8	45	157
51	55	80	161
52	60	85	164
53	34	25	165
54	45	70	167
55	85	35	170
56	22	66	171
57	30	50	173
58	48	30	176
59	52	75	181
60	30	30	182
61	22	75	182
62	10	35	185
63	10	40	185
64	92	30	187
65	22	75	188
66	62	40	192
67	0	45	193
68	53	30	196
69	85	25	197
70	16	42	201
71	8	40	202
72	30	30	202
73	20	50	203
74	22	85	205
75	48	30	209
76	15	75	211
77	8	40	214
78	35	69	216
79	25	50	217
80	95	35	222
81	16	42	225
82	26	32	225
83	4	55	225
84	33	32	225
85	38	5	228
86	34	60	228
87	47	35	228
88	20	85	232
89	45	35	232
90	78	40	239
91	15	75	240
92	75	55	244
93	48	20	254
94	33	35	259
95	50	35	260
96	65	60	260
97	53	35	260
98	38	5	262
99	23	52	268
100	42	30	269
101	8	62	275
102	18	75	279
103	36	40	279
104	35	69	287
105	22	85	288
106	48	20	290
107	53	30	292
108	53	35	292
109	28	70	294
110	86	46	295
111	33	32	299
112	35	5	301
113	38	10	304
114	8	62	307
115	22	85	309
116	14	66	314
117	38	5	316
118	42	58	317
119	38	5	319
120	47	40	325
121	25	50	325
122	5	35	330
123	15	80	333
124	44	5	337
125	22	66	337
126	95	35	341
127	28	52	349
128	20	50	353
129	72	45	354
130	34	60	363
131	36	18	376
132	45	65	379
133	53	30	382
134	25	85	382
135	47	40	393
136	44	25	397
137	10	40	398
138	32	20	399
139	40	5	404
140	62	80	407
141	72	55	410
142	60	55	412
143	85	25	415
144	22	75	426
145	72	45	426
146	34	25	431
147	4	55	431
148	53	35	439
149	35	5	445
150	0	40	447
151	50	35	447
152	38	10	452
153	62	80	459
154	4	55	460
155	36	40	460
156	92	30	464
157	28	70	464
158	75	55	469
159	8	40	478
160	25	35	478
161	62	69	479
162	38	15	480
